date,jumlah_bug
2010-04-03,0
2010-04-04,2
2010-04-05,7
2010-04-06,5
2010-04-07,11
2010-04-08,13
2010-04-09,6
2010-04-10,3
2010-04-11,1
2010-04-12,4
2010-04-13,7
2010-04-14,4
2010-04-15,11
2010-04-16,6
2010-04-17,2
2010-04-18,2
2010-04-19,15
2010-04-20,11
2010-04-21,10
2010-04-22,15
2010-04-23,12
2010-04-24,1
2010-04-25,6
2010-04-26,21
2010-04-27,26
2010-04-28,15
2010-04-29,12
2010-04-30,13
2010-05-01,3
2010-05-02,2
2010-05-03,11
2010-05-04,18
2010-05-05,21
2010-05-06,17
2010-05-07,5
2010-05-08,1
2010-05-09,3
2010-05-10,12
2010-05-11,7
2010-05-12,13
2010-05-13,5
2010-05-14,16
2010-05-15,2
2010-05-16,1
2010-05-17,21
2010-05-18,11
2010-05-19,15
2010-05-20,15
2010-05-21,12
2010-05-22,0
2010-05-23,1
2010-05-24,7
2010-05-25,14
2010-05-26,15
2010-05-27,7
2010-05-28,12
2010-05-29,1
2010-05-30,1
2010-05-31,3
2010-06-01,9
2010-06-02,9
2010-06-03,7
2010-06-04,6
2010-06-05,2
2010-06-06,1
2010-06-07,9
2010-06-08,7
2010-06-09,7
2010-06-10,6
2010-06-11,3
2010-06-12,1
2010-06-13,4
2010-06-14,13
2010-06-15,9
2010-06-16,10
2010-06-17,6
2010-06-18,6
2010-06-19,1
2010-06-20,2
2010-06-21,6
2010-06-22,5
2010-06-23,2
2010-06-24,13
2010-06-25,14
2010-06-26,2
2010-06-27,2
2010-06-28,13
2010-06-29,7
2010-06-30,5
2010-07-01,7
2010-07-02,7
2010-07-03,1
2010-07-04,6
2010-07-05,7
2010-07-06,5
2010-07-07,6
2010-07-08,5
2010-07-09,4
2010-07-10,3
2010-07-11,2
2010-07-12,11
2010-07-13,10
2010-07-14,9
2010-07-15,3
2010-07-16,5
2010-07-17,1
2010-07-18,0
2010-07-19,5
2010-07-20,4
2010-07-21,11
2010-07-22,11
2010-07-23,2
2010-07-24,2
2010-07-25,0
2010-07-26,11
2010-07-27,6
2010-07-28,6
2010-07-29,10
2010-07-30,7
2010-07-31,2
2010-08-01,2
2010-08-02,6
2010-08-03,9
2010-08-04,11
2010-08-05,9
2010-08-06,9
2010-08-07,1
2010-08-08,2
2010-08-09,7
2010-08-10,5
2010-08-11,9
2010-08-12,3
2010-08-13,4
2010-08-14,1
2010-08-15,0
2010-08-16,1
2010-08-17,9
2010-08-18,7
2010-08-19,9
2010-08-20,6
2010-08-21,1
2010-08-22,1
2010-08-23,15
2010-08-24,8
2010-08-25,8
2010-08-26,9
2010-08-27,7
2010-08-28,1
2010-08-29,1
2010-08-30,10
2010-08-31,8
2010-09-01,6
2010-09-02,7
2010-09-03,15
2010-09-04,0
2010-09-05,0
2010-09-06,2
2010-09-07,4
2010-09-08,6
2010-09-09,8
2010-09-10,3
2010-09-11,2
2010-09-12,2
2010-09-13,3
2010-09-14,11
2010-09-15,8
2010-09-16,10
2010-09-17,7
2010-09-18,1
2010-09-19,0
2010-09-20,5
2010-09-21,3
2010-09-22,3
2010-09-23,5
2010-09-24,7
2010-09-25,2
2010-09-26,1
2010-09-27,5
2010-09-28,8
2010-09-29,8
2010-09-30,9
2010-10-01,4
2010-10-02,1
2010-10-03,3
2010-10-04,8
2010-10-05,6
2010-10-06,10
2010-10-07,7
2010-10-08,7
2010-10-09,2
2010-10-10,3
2010-10-11,10
2010-10-12,10
2010-10-13,4
2010-10-14,8
2010-10-15,5
2010-10-16,3
2010-10-17,1
2010-10-18,7
2010-10-19,4
2010-10-20,4
2010-10-21,9
2010-10-22,8
2010-10-23,1
2010-10-24,3
2010-10-25,6
2010-10-26,12
2010-10-27,9
2010-10-28,4
2010-10-29,8
2010-10-30,2
2010-10-31,1
2010-11-01,6
2010-11-02,12
2010-11-03,6
2010-11-04,6
2010-11-05,10
2010-11-06,1
2010-11-07,2
2010-11-08,6
2010-11-09,15
2010-11-10,5
2010-11-11,5
2010-11-12,4
2010-11-13,0
2010-11-14,2
2010-11-15,6
2010-11-16,8
2010-11-17,8
2010-11-18,11
2010-11-19,1
2010-11-20,0
2010-11-21,3
2010-11-22,11
2010-11-23,4
2010-11-24,5
2010-11-25,3
2010-11-26,1
2010-11-27,0
2010-11-28,0
2010-11-29,10
2010-11-30,11
2010-12-01,8
2010-12-02,8
2010-12-03,6
2010-12-04,3
2010-12-05,1
2010-12-06,7
2010-12-07,14
2010-12-08,6
2010-12-09,4
2010-12-10,3
2010-12-11,2
2010-12-12,1
2010-12-13,4
2010-12-14,7
2010-12-15,13
2010-12-16,8
2010-12-17,4
2010-12-18,1
2010-12-19,1
2010-12-20,3
2010-12-21,5
2010-12-22,7
2010-12-23,1
2010-12-24,0
2010-12-25,0
2010-12-26,1
2010-12-27,2
2010-12-28,1
2010-12-29,1
2010-12-30,2
2010-12-31,0
2011-01-01,1
2011-01-02,3
2011-01-03,5
2011-01-04,4
2011-01-05,8
2011-01-06,6
2011-01-07,1
2011-01-08,1
2011-01-09,1
2011-01-10,10
2011-01-11,8
2011-01-12,10
2011-01-13,4
2011-01-14,5
2011-01-15,1
2011-01-16,0
2011-01-17,4
2011-01-18,9
2011-01-19,10
2011-01-20,10
2011-01-21,9
2011-01-22,0
2011-01-23,3
2011-01-24,10
2011-01-25,13
2011-01-26,5
2011-01-27,11
2011-01-28,6
2011-01-29,1
2011-01-30,2
2011-01-31,11
2011-02-01,11
2011-02-02,6
2011-02-03,6
2011-02-04,8
2011-02-05,1
2011-02-06,0
2011-02-07,4
2011-02-08,7
2011-02-09,7
2011-02-10,5
2011-02-11,6
2011-02-12,1
2011-02-13,2
2011-02-14,2
2011-02-15,4
2011-02-16,7
2011-02-17,7
2011-02-18,3
2011-02-19,1
2011-02-20,1
2011-02-21,7
2011-02-22,2
2011-02-23,7
2011-02-24,9
2011-02-25,6
2011-02-26,0
2011-02-27,2
2011-02-28,4
2011-03-01,4
2011-03-02,5
2011-03-03,10
2011-03-04,6
2011-03-05,2
2011-03-06,1
2011-03-07,7
2011-03-08,8
2011-03-09,4
2011-03-10,3
2011-03-11,7
2011-03-12,0
2011-03-13,0
2011-03-14,3
2011-03-15,4
2011-03-16,3
2011-03-17,4
2011-03-18,5
2011-03-19,0
2011-03-20,2
2011-03-21,3
2011-03-22,5
2011-03-23,8
2011-03-24,4
2011-03-25,4
2011-03-26,3
2011-03-27,0
2011-03-28,12
2011-03-29,7
2011-03-30,10
2011-03-31,6
2011-04-01,5
2011-04-02,2
2011-04-03,0
2011-04-04,2
2011-04-05,6
2011-04-06,5
2011-04-07,1
2011-04-08,2
2011-04-09,0
2011-04-10,0
2011-04-11,4
2011-04-12,10
2011-04-13,11
2011-04-14,3
2011-04-15,6
2011-04-16,1
2011-04-17,0
2011-04-18,3
2011-04-19,5
2011-04-20,9
2011-04-21,6
2011-04-22,2
2011-04-23,1
2011-04-24,1
2011-04-25,3
2011-04-26,8
2011-04-27,5
2011-04-28,2
2011-04-29,1
2011-04-30,0
2011-05-01,0
2011-05-02,6
2011-05-03,5
2011-05-04,3
2011-05-05,8
2011-05-06,5
