durasi_rencana_hari,panjang_deskripsi_kata,jumlah_tag,prioritas_tinggi,adalah_bug,sedang_blocked,jumlah_komentar,beban_kerja_assignee,bulan_dibuat,tim,peran_assignee,status_proyek,terlambat,prediksi_probabilitas
2.0,5,2,0,0,0,1,0,3,Team 6,Marketer,active,1,0.47438484156562927
35.0,6,2,0,0,0,2,0,3,Team 19,Engineer,active,0,0.052965811843730615
11.0,17,1,0,0,0,0,0,7,Team 10,Product Manager,active,0,0.054001475938335236
21.0,0,3,1,0,0,4,0,3,Team 2,Designer,active,0,0.06808216082990531
-22.791469907407407,0,1,0,0,0,2,1,1,Team 19,Marketer,active,1,0.6700600360084098
40.0,14,0,0,0,0,0,1,1,Team 19,Engineer,active,0,0.056735825327091025
3.0,0,0,0,0,0,1,0,12,Team 13,Spesialis Lainnya,active,0,0.15303504951501595
3.0,24,0,0,0,0,1,0,4,Team 17,Spesialis Lainnya,active,1,0.13869314104164562
4.0,22,1,0,0,0,0,0,7,Team 5,Marketer,active,0,0.15079416098464288
41.0,3,2,1,0,0,0,0,9,Team 13,Designer,completed,0,0.04928197501226036
-0.0730671296296296,12,2,0,0,1,4,0,5,Team 12,Spesialis Lainnya,active,1,0.6494099290078562
5.0,11,0,0,0,0,0,1,10,Team 11,Engineer,active,0,0.12314929191035119
-0.2867361111111111,0,2,1,0,0,2,0,6,Team 14,Spesialis Lainnya,active,1,0.6668794352336229
-3.751550925925926,0,3,0,1,0,1,0,3,Team 12,Designer,on_hold,1,0.6736764365693807
10.0,0,0,0,0,0,3,2,12,Team 3,Marketer,active,0,0.05378053407122131
-18.304525462962964,0,1,1,0,0,3,2,8,Team 11,Product Manager,completed,1,0.6916891562889269
32.0,25,1,0,0,0,2,0,5,Team 19,Designer,active,0,0.05773297057362213
87.0,5,1,0,0,1,3,1,1,Team 2,Designer,active,0,0.05689277710072991
85.0,15,0,0,0,0,0,3,12,Team 4,Product Manager,completed,0,0.06438970489385941
75.0,0,0,0,0,0,0,0,2,Team 2,Product Manager,completed,0,0.05615562419851392
42.0,0,3,0,0,0,3,0,1,Team 18,Designer,completed,0,0.05161992377188222
1.0,7,0,0,0,0,0,1,4,Team 17,Engineer,active,1,0.6362843835014329
28.0,0,0,0,0,0,3,0,9,Team 14,Marketer,active,0,0.056108960123142995
58.0,7,0,0,0,0,4,4,12,Team 10,Designer,completed,0,0.054567796003919436
5.0,0,0,0,0,0,4,0,4,Team 8,Ops,on_hold,0,0.13111110457743883
4.0,27,2,0,0,0,1,0,3,Team 15,Spesialis Lainnya,active,1,0.11933235598665498
4.0,13,1,0,0,1,0,0,6,Team 3,Designer,active,0,0.16396411021865534
6.0,21,4,0,0,0,0,0,8,Team 9,Marketer,active,0,0.08863981409513706
56.0,15,2,0,0,0,2,2,10,Team 0,Designer,active,0,0.0522744599934656
41.0,0,1,0,0,0,2,0,9,Team 13,Engineer,completed,0,0.052147078973058515
20.0,12,0,0,0,0,0,1,1,Team 6,Designer,completed,0,0.04788345178269319
20.0,0,0,0,0,0,3,2,2,Team 16,Marketer,active,0,0.04949666278884282
85.0,11,0,0,0,0,1,2,9,Team 2,Designer,active,0,0.05702301665334969
2.0,6,0,0,0,0,3,0,2,Team 5,Spesialis Lainnya,active,0,0.4886270470615436
6.0,26,2,0,0,1,1,0,3,Team 1,Engineer,completed,0,0.0710557163904914
19.0,28,0,0,0,0,3,0,6,Team 1,Engineer,active,0,0.05621479246808359
43.0,15,1,0,0,0,0,1,10,Team 17,Product Manager,completed,0,0.05414447598134303
10.0,15,0,0,0,0,0,0,5,Team 19,Marketer,completed,0,0.05832837264331328
25.0,3,0,0,0,0,4,1,7,Team 4,Marketer,on_hold,0,0.05196459166607666
35.0,4,3,0,0,0,0,0,2,Team 7,Ops,completed,0,0.05171013485598737
14.0,19,0,0,0,0,0,0,12,Team 9,Spesialis Lainnya,completed,0,0.04790460068048087
33.0,0,0,0,0,0,1,1,7,Team 6,Product Manager,completed,0,0.05051159515026611
32.0,7,0,0,0,0,2,0,8,Team 2,Spesialis Lainnya,active,0,0.05211063747637999
2.0,27,1,0,0,0,4,0,2,Team 0,Spesialis Lainnya,completed,1,0.5173729739242426
20.0,24,0,0,0,0,4,0,7,Team 5,Spesialis Lainnya,completed,0,0.06541581082027839
15.0,26,3,1,0,0,0,0,8,Team 17,Product Manager,active,0,0.04952443186507902
82.0,30,1,0,0,0,3,0,2,Team 17,Product Manager,active,0,0.05057458615847089
11.0,16,0,0,0,0,4,2,11,Team 5,Designer,completed,0,0.06391532795165189
10.0,6,1,0,0,0,0,0,3,Team 16,Marketer,active,0,0.054067971352398644
31.0,0,2,0,1,0,4,1,7,Team 14,Engineer,active,0,0.04740577342521485
24.0,8,1,0,0,0,0,0,5,Team 7,Product Manager,on_hold,0,0.05277192619202842
3.0,8,2,0,0,1,0,0,4,Team 17,Engineer,active,0,0.15577388950939478
7.0,25,1,0,0,0,4,2,10,Team 17,Marketer,completed,0,0.0743278341144766
88.0,26,0,0,0,0,4,0,5,Team 4,Spesialis Lainnya,active,0,0.05815597945725755
18.0,0,0,0,0,0,3,1,1,Team 18,Engineer,active,0,0.05933765150793633
7.0,17,0,0,0,0,3,0,3,Team 12,Product Manager,completed,0,0.05743898689268948
6.0,6,2,0,0,0,2,1,7,Team 16,Engineer,active,0,0.06607417012152779
11.0,5,0,0,0,0,2,0,10,Team 10,Spesialis Lainnya,active,0,0.047296483257853794
45.0,28,1,0,0,0,0,0,5,Team 6,Engineer,active,0,0.0601703675633812
4.0,11,3,0,1,0,0,0,3,Team 0,Designer,active,1,0.15759210331604184
-0.0425694444444444,11,1,0,0,0,3,2,10,Team 5,Product Manager,completed,1,0.7021113662461215
26.0,12,1,0,0,0,0,1,3,Team 10,Ops,active,0,0.0556671131329701
2.0,12,0,0,0,0,1,0,3,Team 18,Ops,active,0,0.49452100154005335
6.0,3,3,0,0,0,0,2,7,Team 4,Product Manager,on_hold,1,0.06482184685027483
2.0,27,1,0,0,0,0,1,6,Team 16,Designer,active,1,0.4863392745330166
23.0,8,0,0,0,0,0,0,6,Team 3,Spesialis Lainnya,on_hold,0,0.04624627004838146
4.0,0,2,0,0,0,3,0,5,Team 1,Engineer,active,0,0.14587006561993018
36.0,0,2,0,0,0,4,0,9,Team 18,Engineer,active,0,0.05506567408476279
18.0,24,1,0,0,0,2,0,2,Team 16,Product Manager,completed,0,0.05046637015242278
5.0,7,0,0,0,0,0,2,12,Team 7,Designer,active,0,0.13675981245801208
17.0,25,3,0,0,0,1,0,10,Team 11,Spesialis Lainnya,active,0,0.04837198905749638
17.0,27,0,0,0,0,3,2,8,Team 10,Product Manager,active,0,0.051742381342649184
59.0,0,0,0,0,0,4,1,5,Team 3,Ops,active,0,0.056825910076924085
22.0,24,1,0,0,0,1,1,11,Team 0,Product Manager,on_hold,0,0.04590887787921671
12.0,8,4,0,0,0,0,1,9,Team 8,Designer,active,0,0.05817294663512882
21.0,19,3,0,1,0,0,3,3,Team 12,Marketer,active,0,0.05614055520148401
15.0,6,1,0,0,1,4,0,7,Team 17,Marketer,completed,0,0.05517184702770649
66.0,19,2,0,1,0,1,1,7,Team 2,Marketer,completed,0,0.0583274043126717
22.0,10,0,0,0,0,0,2,6,Team 19,Designer,active,0,0.05568087723808812
82.0,28,0,0,0,0,0,3,12,Team 11,Ops,active,0,0.06099548947199435
6.0,4,2,0,0,0,1,4,10,Team 4,Designer,active,0,0.06724080158243807
12.0,6,2,0,0,0,0,1,2,Team 16,Engineer,active,0,0.053679248920375844
3.0,26,0,0,0,0,0,0,4,Team 6,Engineer,on_hold,0,0.14250015113377484
10.0,24,0,0,0,0,4,0,12,Team 10,Product Manager,active,0,0.05378053079683176
39.0,10,3,1,1,0,4,0,8,Team 11,Engineer,on_hold,0,0.05137419451902176
17.0,16,0,0,0,0,2,0,10,Team 5,Product Manager,active,0,0.05324479432217841
13.0,24,0,0,0,0,0,1,8,Team 14,Ops,active,0,0.05995944545585174
-2.7927662037037035,0,2,0,0,0,0,0,6,Team 14,Product Manager,active,1,0.6952478717195295
51.0,5,2,0,0,0,0,4,12,Team 16,Designer,active,0,0.05222051575643209
6.0,28,1,0,0,0,1,0,3,Team 14,Spesialis Lainnya,completed,0,0.07714773640719934
46.0,11,2,0,0,0,1,0,9,Team 12,Designer,completed,0,0.04994051888612386
2.0,23,3,1,0,0,2,0,9,Team 11,Spesialis Lainnya,active,0,0.5091533971872367
75.0,16,0,0,0,0,2,0,10,Team 14,Ops,completed,0,0.05719999679187458
46.0,18,3,0,1,0,2,1,10,Team 19,Marketer,completed,0,0.06566592060267269
7.0,8,2,0,0,0,0,1,1,Team 11,Engineer,active,0,0.06273738049701115
7.0,7,3,1,0,0,0,0,6,Team 7,Designer,active,0,0.058848568815246964
4.0,11,4,1,0,0,1,0,10,Team 13,Designer,completed,0,0.16283420550428018
51.0,18,1,0,0,0,0,0,8,Team 12,Engineer,on_hold,0,0.058035732595208306
6.0,23,2,0,0,0,0,1,4,Team 8,Engineer,completed,0,0.0826734598418802
8.0,0,1,0,0,0,2,2,11,Team 2,Marketer,on_hold,0,0.053148169075901065
2.0,12,1,0,0,0,2,0,1,Team 13,Marketer,completed,0,0.5350836759438835
5.0,30,2,0,0,0,2,2,12,Team 10,Ops,completed,1,0.13182480824341516
19.0,23,0,0,0,0,0,0,4,Team 5,Spesialis Lainnya,active,0,0.05215444316739306
68.0,6,1,0,0,0,0,2,1,Team 15,Ops,active,0,0.05517743991404442
12.0,16,0,0,0,0,2,0,4,Team 18,Engineer,active,0,0.05998582798144142
35.0,0,1,1,0,0,0,0,6,Team 12,Designer,on_hold,0,0.05534803795355805
86.0,4,3,0,1,0,3,0,8,Team 9,Product Manager,completed,0,0.05263617048059021
5.0,6,3,0,1,0,2,1,6,Team 4,Marketer,on_hold,0,0.12299482606404195
11.0,21,0,0,0,0,4,0,6,Team 13,Spesialis Lainnya,active,0,0.05996037394552563
15.0,17,1,0,0,0,4,0,2,Team 16,Engineer,active,0,0.05178511782904816
24.0,11,0,0,0,0,2,0,10,Team 13,Engineer,active,0,0.057134933850633826
-2.324074074074074,11,0,0,0,0,4,1,5,Team 2,Engineer,completed,1,0.665777763773284
-0.4635185185185185,29,0,0,0,0,0,0,6,Team 14,Marketer,completed,1,0.6950260091602596
14.0,4,0,0,0,0,2,0,2,Team 18,Marketer,active,0,0.05174283641774056
15.0,6,1,0,0,0,0,0,5,Team 10,Spesialis Lainnya,active,0,0.04564345533357264
40.0,15,3,0,1,0,1,0,6,Team 7,Ops,on_hold,0,0.05782429186683635
61.0,7,1,0,0,0,4,0,10,Team 7,Designer,active,0,0.0528777262330365
85.0,28,0,0,0,0,0,1,7,Team 5,Engineer,completed,0,0.0676442511470634
85.0,30,0,0,0,0,0,3,12,Team 7,Marketer,active,0,0.06128537561029976
5.0,34,4,1,0,0,0,0,5,Team 19,Marketer,active,0,0.14935035878181452
52.0,25,1,0,0,0,0,1,9,Team 2,Designer,active,0,0.0564009776714933
69.0,6,0,0,0,0,0,2,8,Team 2,Designer,active,0,0.05612340998846908
45.0,0,1,0,0,0,0,0,5,Team 14,Designer,active,0,0.05344989904713318
90.0,0,0,0,0,0,0,2,9,Team 4,Ops,active,0,0.05989860244951515
27.0,18,1,0,0,0,1,1,4,Team 5,Ops,active,0,0.0579765250504706
90.0,23,1,0,0,0,0,0,5,Team 2,Engineer,completed,0,0.05598932784821652
50.0,7,1,0,0,0,3,0,10,Team 16,Spesialis Lainnya,active,0,0.05414404365953955
-8.918414351851851,28,0,0,0,0,4,0,8,Team 12,Spesialis Lainnya,on_hold,1,0.6516139384831
54.0,12,2,0,0,0,3,2,12,Team 16,Engineer,completed,0,0.057524808393293984
63.0,9,1,0,0,0,0,1,9,Team 18,Designer,active,0,0.05639637924146098
25.0,0,1,0,0,0,0,1,9,Team 3,Product Manager,active,0,0.049860957310472735
34.0,28,4,0,0,0,2,0,4,Team 16,Designer,active,0,0.05051580641858884
18.0,32,0,0,0,0,0,1,10,Team 11,Designer,completed,0,0.059244953896836317
3.0,28,2,0,0,0,4,0,12,Team 13,Ops,active,0,0.20948143499138758
6.0,7,0,0,0,0,0,0,11,Team 1,Product Manager,active,0,0.06087946460277775
45.0,14,0,0,0,0,0,1,12,Team 5,Engineer,active,0,0.05918533764041439
49.0,12,3,0,0,0,2,0,7,Team 1,Ops,active,0,0.05755707535437838
14.0,26,2,0,1,0,0,0,12,Team 9,Ops,active,0,0.051672424883472984
-15.421631944444444,10,0,0,0,0,4,1,12,Team 12,Engineer,completed,1,0.6961883737785084
17.0,6,1,0,0,0,2,1,12,Team 2,Product Manager,completed,0,0.050830113931655485
22.0,30,0,0,0,0,4,1,7,Team 15,Ops,on_hold,0,0.054737468763606356
85.0,6,0,0,0,0,0,2,10,Team 18,Product Manager,active,0,0.051237734255406515
5.0,0,1,0,0,0,3,0,8,Team 13,Ops,active,0,0.13051028518223823
16.0,14,2,0,0,0,1,1,11,Team 14,Product Manager,completed,0,0.05996181789465608
42.0,0,2,0,0,0,3,0,3,Team 10,Product Manager,completed,0,0.051638779370638904
78.0,31,1,0,0,0,0,1,9,Team 13,Ops,active,0,0.059213377724171415
27.0,27,2,0,0,1,4,2,11,Team 18,Product Manager,active,0,0.05506905148254873
28.0,34,4,0,0,0,0,0,3,Team 18,Engineer,active,0,0.05875461499017002
43.0,0,1,1,0,0,0,0,5,Team 13,Spesialis Lainnya,active,0,0.051274881945655576
8.0,21,0,0,0,0,1,4,1,Team 3,Engineer,active,0,0.06103586020536979
67.0,25,0,0,0,0,4,1,8,Team 7,Designer,active,0,0.06070813904642032
45.0,26,4,0,0,1,1,0,2,Team 17,Designer,completed,0,0.04938201399920448
61.0,0,4,0,1,0,2,1,7,Team 1,Product Manager,active,0,0.047473393170312794
8.0,12,1,0,0,0,2,1,1,Team 7,Ops,active,0,0.06352897793808783
-14.824340277777775,0,0,0,0,0,0,0,10,Team 11,Product Manager,completed,1,0.6881332407085472
-0.363761574074074,5,2,1,1,0,4,0,7,Team 9,Designer,on_hold,1,0.6973994014431042
2.0,6,0,0,0,0,1,2,12,Team 19,Ops,active,0,0.5763096671479045
40.0,29,2,0,1,1,0,0,1,Team 16,Engineer,completed,0,0.05435184688523152
4.0,28,1,0,0,0,0,1,4,Team 7,Marketer,active,0,0.14427832949405014
75.0,7,0,0,0,0,0,0,4,Team 15,Spesialis Lainnya,active,0,0.04684663826088011
26.0,10,2,0,0,1,4,0,7,Team 2,Spesialis Lainnya,completed,0,0.06385570399130881
57.0,21,4,0,0,0,3,0,4,Team 11,Designer,active,0,0.060477149571059055
37.0,0,1,0,1,0,0,0,9,Team 6,Product Manager,active,0,0.047405119567069096
88.0,0,0,0,0,0,0,0,5,Team 4,Marketer,completed,0,0.051140219754277835
56.0,11,0,0,0,0,2,1,7,Team 8,Designer,active,0,0.05702045491615744
24.0,4,4,0,0,0,3,0,3,Team 17,Ops,completed,0,0.05408083050400644
14.0,5,2,0,0,0,0,1,10,Team 4,Designer,completed,0,0.05684675707096415
89.0,4,1,0,0,0,2,0,3,Team 7,Spesialis Lainnya,active,0,0.05170348238616367
16.0,18,3,1,0,0,2,0,3,Team 9,Ops,active,0,0.05703929009060955
43.0,31,2,0,0,0,2,0,9,Team 6,Spesialis Lainnya,completed,0,0.06345107904210556
6.0,29,3,0,0,0,0,0,3,Team 2,Spesialis Lainnya,completed,0,0.07405381709527567
-9.19011574074074,4,3,0,0,0,3,1,10,Team 8,Engineer,completed,1,0.6774958277002977
29.0,0,3,0,0,1,1,1,5,Team 16,Product Manager,active,0,0.059760634990329166
15.0,3,2,0,0,0,3,3,12,Team 12,Designer,active,0,0.05614941313871517
2.0,6,2,0,1,0,3,1,5,Team 18,Marketer,completed,1,0.5333454989504008
30.0,5,1,0,0,0,0,0,4,Team 2,Ops,active,0,0.05688450030249423
28.0,0,0,0,0,0,2,0,1,Team 15,Marketer,active,0,0.04872008056267201
19.0,6,1,0,0,0,4,0,6,Team 7,Product Manager,completed,0,0.05596541582648418
25.0,10,1,0,0,0,1,1,11,Team 0,Ops,on_hold,0,0.04849476025575534
62.0,4,2,0,0,1,0,0,7,Team 15,Spesialis Lainnya,active,0,0.05774753932489367
21.0,11,2,0,0,1,4,0,1,Team 9,Engineer,active,0,0.06241124195133884
9.0,26,1,0,0,0,0,0,1,Team 12,Designer,completed,0,0.04931155910424291
20.0,4,1,0,1,0,0,0,1,Team 14,Marketer,active,0,0.056390688262781194
2.0,23,0,0,0,0,0,0,7,Team 3,Product Manager,completed,1,0.5367836101847633
3.0,22,1,0,0,0,4,0,2,Team 1,Spesialis Lainnya,on_hold,1,0.15972713708197714
17.0,22,1,0,0,0,0,0,6,Team 9,Ops,completed,0,0.0524052468370049
42.0,15,3,0,0,0,0,0,10,Team 8,Spesialis Lainnya,completed,0,0.053975566585344005
14.0,0,2,0,0,0,3,0,2,Team 18,Engineer,active,0,0.05759477065604797
41.0,6,0,0,0,0,4,1,1,Team 3,Engineer,on_hold,0,0.05306867553126557
17.0,0,3,1,0,0,3,0,7,Team 9,Product Manager,active,0,0.04663488392120213
26.0,31,1,0,0,0,0,1,7,Team 3,Marketer,active,0,0.07056031856977407
50.0,26,0,0,0,0,0,0,6,Team 8,Product Manager,active,0,0.061678170062816215
4.0,8,0,0,0,0,0,0,5,Team 14,Engineer,active,0,0.13837085778395633
23.0,30,1,0,0,0,1,0,4,Team 9,Product Manager,active,0,0.05077556048801365
75.0,0,2,0,0,0,1,1,4,Team 19,Engineer,on_hold,0,0.04913170877426747
-1.7936342592592591,6,0,0,0,0,2,1,12,Team 16,Ops,completed,1,0.6940991572490133
20.0,5,1,0,0,1,3,1,7,Team 14,Designer,active,0,0.0488935709497256
50.0,28,0,0,0,0,1,0,12,Team 2,Spesialis Lainnya,active,0,0.056532114258604625
-4.401400462962963,5,1,0,0,0,0,1,10,Team 13,Ops,completed,1,0.6776648096385949
18.0,23,2,0,0,0,1,0,9,Team 1,Ops,active,0,0.06056556185404537
22.0,24,2,0,0,0,3,2,1,Team 1,Marketer,active,0,0.05763099987444442
29.0,13,2,0,0,1,0,1,10,Team 17,Designer,active,0,0.052236526884776195
2.0,7,0,0,0,0,0,0,5,Team 7,Ops,completed,1,0.5099626321719629
62.0,26,1,0,0,0,0,0,7,Team 4,Marketer,completed,0,0.053958976031561696
-1.1512037037037035,18,1,0,0,0,1,0,7,Team 4,Marketer,completed,1,0.683091945790754
6.0,25,1,0,0,0,0,2,11,Team 16,Ops,active,0,0.0783523079996789
10.0,0,1,0,0,0,4,0,9,Team 8,Ops,active,0,0.061079230529317054
43.0,4,2,0,0,0,4,0,4,Team 15,Product Manager,on_hold,0,0.04899788125743619
10.0,25,1,0,0,0,0,1,3,Team 16,Marketer,active,1,0.06027993342711676
48.0,18,4,0,0,1,4,3,8,Team 15,Marketer,active,0,0.05080236753114839
-2.193865740740741,23,3,0,0,1,0,0,4,Team 13,Ops,active,1,0.6495501036536773
14.0,20,0,0,0,0,4,0,10,Team 16,Marketer,active,0,0.05582630849524932
5.0,29,0,0,0,0,4,1,11,Team 16,Product Manager,active,0,0.13894421739325336
1.0,31,1,0,0,0,2,1,11,Team 2,Marketer,active,1,0.6355929707918472
21.0,23,0,0,0,0,1,1,1,Team 6,Engineer,active,0,0.054534664515712886
44.0,0,1,0,0,0,4,0,8,Team 2,Ops,completed,0,0.058826652741033124
9.0,0,1,0,1,0,0,0,5,Team 19,Spesialis Lainnya,on_hold,0,0.04422919594538662
21.0,21,0,0,0,0,0,0,10,Team 1,Marketer,completed,0,0.05551828154408438
4.0,0,0,0,0,0,2,3,11,Team 9,Ops,completed,0,0.15622848210524753
6.0,6,1,0,0,0,0,0,4,Team 2,Spesialis Lainnya,active,0,0.0716127608496877
10.0,0,0,0,0,0,1,0,12,Team 5,Ops,completed,0,0.055633224295438474
44.0,20,2,0,0,1,0,0,3,Team 9,Product Manager,completed,0,0.05439265226254797
17.0,27,0,0,0,0,0,0,10,Team 18,Designer,active,0,0.0538804350867337
18.0,30,2,1,0,0,4,0,1,Team 17,Ops,completed,0,0.050351720294734933
30.0,0,1,0,0,0,3,0,8,Team 16,Designer,active,0,0.05028902430765399
50.0,0,3,0,0,1,1,0,6,Team 0,Engineer,active,0,0.050673125717189856
1.0,7,2,1,0,0,2,0,3,Team 0,Spesialis Lainnya,active,1,0.5856038264890667
88.0,30,0,0,0,0,2,1,12,Team 17,Ops,active,0,0.05649132535667069
13.0,12,1,0,0,1,4,1,9,Team 18,Engineer,active,0,0.058242472774398264
-0.4096180555555556,16,2,0,0,0,3,0,3,Team 0,Product Manager,active,1,0.6492941975848789
16.0,18,1,0,0,0,2,2,9,Team 4,Designer,active,0,0.0570886623983795
3.0,18,1,0,0,0,0,2,9,Team 3,Marketer,active,0,0.1938600796773651
14.0,10,4,0,1,0,2,1,10,Team 19,Marketer,completed,0,0.06595744035529606
19.0,0,2,0,0,0,4,0,8,Team 17,Ops,on_hold,0,0.059147185898264114
-9.676539351851853,11,1,0,0,0,2,0,3,Team 6,Spesialis Lainnya,active,1,0.6766849248129503
6.0,8,3,0,0,0,0,1,6,Team 5,Engineer,active,0,0.0728831805197244
89.0,25,4,0,0,0,2,0,9,Team 6,Product Manager,active,0,0.04752835638455454
29.0,26,1,0,0,0,0,0,12,Team 17,Designer,active,0,0.053507385284637166
61.0,0,2,0,0,1,4,0,5,Team 2,Engineer,active,0,0.057463777722448636
7.0,28,3,0,0,1,2,0,2,Team 16,Product Manager,completed,0,0.060581836967895236
4.0,28,3,0,0,0,1,0,7,Team 13,Marketer,completed,0,0.18810950408765864
29.0,0,0,0,0,0,1,0,8,Team 7,Marketer,active,0,0.05774103642726576
17.0,0,3,0,0,0,1,2,10,Team 2,Marketer,active,0,0.06095118186620225
53.0,3,0,0,0,0,0,0,1,Team 10,Engineer,active,0,0.05100774517918945
43.0,7,1,0,0,0,0,0,8,Team 11,Spesialis Lainnya,active,0,0.042495417364594355
38.0,29,1,0,0,1,1,0,11,Team 2,Spesialis Lainnya,active,0,0.04863175294606124
4.0,0,3,1,0,0,1,0,6,Team 16,Designer,active,1,0.16169693355932502
15.0,19,0,0,0,0,1,0,1,Team 16,Spesialis Lainnya,active,0,0.05885372025254386
27.0,4,4,0,0,0,0,1,11,Team 2,Marketer,completed,0,0.06094412381495471
38.0,31,1,0,0,1,0,1,11,Team 12,Product Manager,active,0,0.0571060214164865
74.0,9,4,0,0,0,0,0,7,Team 4,Marketer,completed,0,0.053004337176948906
29.0,4,1,0,0,0,4,1,5,Team 7,Engineer,active,0,0.05445025823010545
78.0,23,2,0,0,1,2,1,3,Team 12,Product Manager,active,0,0.05164479427215459
10.0,24,3,0,0,0,0,1,9,Team 16,Engineer,completed,0,0.057161154915203495
20.0,7,3,1,0,0,3,0,5,Team 12,Spesialis Lainnya,on_hold,0,0.04861400330123097
46.0,21,2,0,0,0,1,2,6,Team 16,Product Manager,active,0,0.05754158181786985
76.0,10,0,0,0,0,1,0,6,Team 18,Marketer,on_hold,0,0.04945237150902826
5.0,4,1,0,0,0,0,0,8,Team 4,Marketer,completed,0,0.1460210743397287
-8.139386574074074,0,1,0,0,1,0,0,12,Team 8,Marketer,active,1,0.7110330272728489
82.0,6,1,0,0,0,0,0,11,Team 11,Product Manager,completed,0,0.05112762510255364
78.0,5,3,1,0,0,2,0,2,Team 1,Ops,on_hold,0,0.05751617546824034
7.0,0,0,0,0,0,0,0,1,Team 8,Product Manager,active,0,0.09426501621874178
23.0,3,4,1,0,1,0,0,1,Team 5,Ops,active,0,0.061833434706528245
83.0,7,3,0,1,1,3,1,5,Team 10,Marketer,on_hold,0,0.04835318359671508
78.0,22,1,0,0,0,1,0,8,Team 9,Product Manager,active,0,0.05262942408471623
5.0,7,0,0,0,0,0,3,1,Team 11,Engineer,active,1,0.11684401081290019
15.0,27,1,1,0,0,2,0,4,Team 9,Product Manager,active,0,0.05130223234791732
19.0,6,1,1,0,0,0,0,3,Team 14,Spesialis Lainnya,active,0,0.047167156040136334
23.0,0,4,1,0,1,0,0,3,Team 0,Product Manager,active,0,0.050741594073382475
16.0,22,0,0,0,0,1,0,9,Team 6,Ops,active,0,0.05774651642860083
28.0,0,2,0,0,0,0,1,12,Team 6,Marketer,on_hold,0,0.05872466774119243
-7.164513888888889,0,3,0,0,0,2,1,10,Team 10,Engineer,active,1,0.6942261335687345
36.0,5,3,0,0,1,1,1,11,Team 7,Ops,completed,0,0.06287674320691021
78.0,3,1,0,0,0,4,1,9,Team 19,Engineer,completed,0,0.0544579408060646
6.0,5,3,0,1,0,2,3,6,Team 11,Ops,active,0,0.06716515672664064
60.0,6,1,0,0,0,0,0,12,Team 18,Spesialis Lainnya,completed,0,0.05000510232757694
11.0,4,0,0,0,0,3,0,12,Team 1,Marketer,completed,0,0.05067120074507507
25.0,30,1,0,0,0,0,0,1,Team 2,Spesialis Lainnya,completed,0,0.04941072034508339
47.0,6,0,0,0,0,0,1,9,Team 5,Engineer,active,0,0.04975274425039775
27.0,3,0,0,0,0,4,4,12,Team 10,Product Manager,completed,0,0.04957352180951835
4.0,26,0,0,0,0,4,0,3,Team 15,Ops,active,0,0.14380437514269848
12.0,0,1,0,0,0,0,2,9,Team 19,Designer,active,0,0.05210649153932545
83.0,26,0,0,0,0,2,0,3,Team 19,Engineer,active,0,0.05522765448398147
16.0,0,2,0,0,0,4,0,2,Team 10,Ops,completed,0,0.055508321173440296
7.0,25,3,0,0,1,2,0,11,Team 2,Spesialis Lainnya,on_hold,0,0.05115616376964827
4.0,0,1,0,0,0,3,0,5,Team 17,Spesialis Lainnya,completed,0,0.1420090464251104
23.0,27,1,0,0,0,1,0,2,Team 16,Product Manager,completed,0,0.05088504617203582
65.0,0,2,0,1,0,4,0,7,Team 14,Spesialis Lainnya,active,0,0.050723222279335525
65.0,0,0,0,0,0,4,0,5,Team 4,Product Manager,completed,0,0.05435504098385713
24.0,0,0,0,0,0,2,1,1,Team 5,Marketer,active,0,0.048450314586328334
10.0,28,0,0,0,0,0,1,7,Team 11,Product Manager,active,0,0.05976534849537797
45.0,16,0,0,0,0,3,1,11,Team 15,Ops,completed,0,0.0637857356623702
26.0,5,3,0,0,0,0,1,1,Team 6,Designer,active,0,0.04640030349278661
50.0,7,4,0,0,1,0,0,7,Team 9,Product Manager,active,0,0.051587792890717396
23.0,5,1,0,0,0,0,0,10,Team 8,Marketer,completed,0,0.053476198034284876
29.0,5,1,0,0,0,3,0,6,Team 3,Ops,completed,0,0.05409907531491547
2.0,3,3,1,0,0,2,0,12,Team 17,Product Manager,active,1,0.5032583994509294
77.0,11,0,0,0,0,2,0,12,Team 19,Spesialis Lainnya,active,0,0.058049799839100434
17.0,5,0,0,0,0,4,0,1,Team 8,Designer,active,0,0.07243634837869746
11.0,0,1,0,0,0,2,2,10,Team 13,Engineer,active,0,0.05055919087735127
28.0,11,1,0,0,0,0,1,11,Team 13,Engineer,completed,0,0.057103011442457545
-8.362164351851852,25,1,0,1,0,4,1,5,Team 19,Engineer,completed,1,0.7024588439787519
84.0,0,1,0,1,0,0,0,3,Team 16,Product Manager,completed,0,0.057484219597873136
5.0,21,0,0,0,0,4,0,4,Team 6,Spesialis Lainnya,completed,1,0.14702789339006
3.0,0,4,0,0,0,1,3,10,Team 5,Engineer,active,0,0.16155579672517714
30.0,4,1,0,0,0,2,0,9,Team 1,Engineer,active,0,0.05487981239737529
62.0,27,2,0,0,1,3,1,4,Team 7,Marketer,active,0,0.058734328691428354
10.0,6,1,0,0,0,0,0,8,Team 13,Marketer,on_hold,0,0.054343437597448405
10.0,26,1,0,0,0,0,0,8,Team 12,Spesialis Lainnya,on_hold,0,0.048218699498710965
