id,nama_task,durasi_rencana_hari,panjang_deskripsi_kata,jumlah_tag,prioritas_tinggi,adalah_bug,sedang_blocked,jumlah_komentar,beban_kerja_assignee,bulan_dibuat,tim,peran_assignee,status_proyek,terlambat,estimasi_keterlambatan_hari
a6736994-8b75-4534-83f3-d5fd453d6653,Search Index - Fix - pagination support,43.0,28,2,0,0,0,2,2,2,Team 2,Ops,active,0,0.0
3d4ca730-6762-4da8-9a01-d040256db217,Search Index - Implement - error handling,75.0,28,1,0,0,0,4,4,1,Team 2,Engineer,active,0,0.0
65a8d369-6ec5-4b32-8133-d7377c8242c9,API Gateway - Extend - performance bottleneck,-10.64394675925926,7,1,0,0,0,4,0,3,Team 2,Marketer,active,1,11.6
64df809a-6fd6-4a34-be91-696e1796244f,API Gateway - Implement - edge cases,25.0,29,3,0,0,0,0,2,3,Team 2,Designer,active,0,0.0
16a25c3e-836b-41e6-95a8-0c65e04d9660,Auth Service - Implement - edge cases,70.0,12,1,0,0,0,0,3,3,Team 2,Product Manager,active,0,0.0
2594d104-4e42-4745-82b9-828c9e3120d7,UI Layer - Implement - performance bottleneck,7.0,15,1,0,0,0,0,0,2,Team 2,Spesialis Lainnya,active,0,0.0
f7824b29-b5e4-441e-85fc-d99714440c1b,Notification Service - Fix - edge cases,29.0,29,1,0,1,0,2,2,2,Team 2,Product Manager,active,0,0.0
0725e0d7-1a17-4c3a-a96c-09329cc615b6,API Gateway - Refactor - logging pipeline,1.0,25,2,0,0,0,3,0,1,Team 2,Engineer,active,1,3.0
56f034a3-1788-4a2d-a846-286f58e9b139,Search Index - Extend - logging pipeline,-9.251967592592592,3,2,0,0,1,1,4,1,Team 2,Designer,active,1,12.3
9de4345a-ff00-4853-94c2-b9f916ba3d61,Daughter stuff former inside.,18.0,24,1,0,0,0,3,0,4,Team 9,Spesialis Lainnya,active,0,0.0
0018f05b-8db7-4a42-9e01-9e86ffa2c941,Owner these present smile best anyone author open.,23.0,7,3,0,0,0,4,0,4,Team 9,Engineer,active,0,0.0
57b76050-68dc-458c-bb9c-8c27f26a3bfd,By develop pressure door.,7.0,0,1,0,0,0,3,0,4,Team 9,Ops,active,0,0.0
dde37204-5319-4680-a998-0f8389f30b68,With visit environmental moment field.,60.0,22,1,0,0,1,2,0,4,Team 9,Product Manager,active,0,0.0
34b4c5b1-46d2-4e66-8bc0-3c4b18711dad,Over ever leader week practice glass security.,13.0,12,1,0,0,0,0,0,3,Team 9,Marketer,active,0,0.0
b9d39b55-0d78-4d65-85de-30f53cdb2897,Half culture inside investment turn.,4.0,6,3,0,0,0,0,0,4,Team 9,Engineer,active,0,0.0
62f3a917-ea53-4bac-abd5-90b4e4e82e9d,Speak design owner home charge design popular travel.,8.0,13,2,0,0,1,1,0,4,Team 9,Marketer,active,0,0.0
1149fe16-46c1-4780-8099-a569aab0528d,Budget year choose traditional war resource modern decide.,22.0,24,3,0,0,1,3,0,3,Team 9,Designer,active,0,0.0
a1684e05-2a9a-435f-84a0-d86e598826df,More responsibility others win available walk discover.,13.0,5,3,0,1,0,0,0,7,Team 8,Marketer,active,0,0.0
b6d4de2e-7938-44bc-b1db-1d7f371a1840,Company people activity south end.,51.0,7,1,0,0,0,4,0,7,Team 8,Spesialis Lainnya,active,0,0.0
d8d9f2af-ab4c-49ff-8506-40f3e702812f,Lead lawyer machine.,6.0,28,1,0,0,1,3,1,7,Team 8,Marketer,active,0,0.0
7160638c-8255-49aa-a259-777accca3bff,School approach room until care blood join enjoy.,29.0,7,1,0,0,0,0,1,7,Team 8,Ops,active,0,0.0
b8aa1238-a0b6-486e-a93d-44f220ff52fd,Data live message strategy region address available right.,53.0,6,2,0,1,0,0,1,7,Team 8,Ops,active,0,0.0
464a7580-99db-4e95-aa35-1a529e9e26e7,SEO Optimization - Campaign Analytics,24.0,6,2,0,0,0,0,0,7,Team 10,Product Manager,active,0,0.0
5d9d6561-5545-452d-8d5a-f17dcd2f2fb7,Email Nurture - Landing Page,20.0,27,1,0,0,0,1,0,7,Team 10,Spesialis Lainnya,active,0,0.0
5c127037-52d2-4dcd-a0ad-b2cc9c071416,Retention Push - Blog Post,5.0,27,1,0,0,0,0,0,7,Team 10,Designer,active,1,5.0
b99ef7bf-a00d-45e3-b2a3-3a09ce1a9e15,Product Launch - Ad Copy,19.0,0,0,0,0,0,3,1,7,Team 10,Designer,active,0,0.0
c3c67b92-53c4-4ef8-81d5-33d8bdb2e74b,SEO Optimization - Campaign Analytics,14.0,10,2,0,0,0,0,0,7,Team 10,Designer,active,0,0.0
ca25f63a-55c0-4d0e-9b0a-f62ff2273916,SEO Optimization - Campaign Analytics,-6.255821759259259,0,2,0,0,0,2,0,7,Team 10,Product Manager,active,1,11.3
d3e87a33-d03e-4147-9d77-5614359ef76d,Email Nurture - Landing Page,86.0,7,3,0,0,0,2,0,7,Team 10,Engineer,active,0,0.0
d2878f7d-5f02-437e-9f4b-a41a33c6b6b5,Retention Push - Ad Copy,85.0,23,1,0,0,0,2,2,7,Team 10,Marketer,active,0,0.0
ff981170-984a-4692-991f-59779e7955bc,Email Nurture - Ad Copy,30.0,0,1,0,0,1,1,0,7,Team 10,Marketer,active,0,0.0
6a3d7a3e-fe33-41fb-a4ef-d6936399db76,Q4 Growth - Campaign Analytics,21.0,13,0,0,0,0,4,1,7,Team 10,Marketer,active,0,0.0
48b14b23-9044-4135-b135-0e6cd5fb5bcf,SEO Optimization - Email Sequence,18.0,29,2,0,0,0,0,2,7,Team 10,Ops,active,0,0.0
505d8081-3aa1-445b-9bc8-6c84f4a3cb3d,Email Nurture - Campaign Analytics,61.0,4,2,0,0,0,1,0,7,Team 10,Product Manager,active,0,0.0
764fb580-ea92-4c3c-b035-d6d8408f820c,Retention Push - Email Sequence,5.0,4,3,0,1,0,2,0,7,Team 10,Marketer,active,0,0.0
f9cbe394-bcc6-48e2-bb11-8959ce1b3b29,Retention Push - Campaign Analytics,69.0,16,1,0,0,0,1,0,7,Team 10,Engineer,active,0,0.0
33eff5cf-f0ef-449b-8e03-54a76a7b0ed0,Product Launch - Campaign Analytics,22.0,23,3,1,0,0,2,0,7,Team 10,Marketer,active,0,0.0
40fe0d7c-e3f5-479a-8a73-bc529161fb20,Q4 Growth - Campaign Analytics,72.0,0,3,0,0,0,0,0,7,Team 1,Marketer,on_hold,0,0.0
412c70ec-2a06-4a46-bc98-11c885a8baf4,Product Launch - Blog Post,3.0,0,1,0,0,0,1,0,7,Team 1,Ops,on_hold,0,0.0
d333d45a-5829-4b49-8b93-98cbd25f1d90,SEO Optimization - Blog Post,3.0,24,2,0,0,0,0,0,7,Team 1,Spesialis Lainnya,on_hold,0,0.0
c72dfe3c-0995-4560-bef4-3e4d76ba1f7a,Retention Push - Campaign Analytics,21.0,7,1,0,0,0,3,1,7,Team 1,Product Manager,on_hold,0,0.0
5ba631f4-60f7-4afb-8b67-13d4e0f49b49,SEO Optimization - Blog Post,16.0,10,0,0,0,0,0,0,6,Team 1,Spesialis Lainnya,on_hold,0,0.0
fbb4c0a5-6eda-46b2-b6c4-feefeb530257,Retention Push - Ad Copy,28.0,3,1,0,0,0,1,0,5,Team 1,Designer,on_hold,0,0.0
ac0c4e85-4f81-4684-b694-c5fcdc3230f0,Product Launch - Landing Page,18.0,0,2,0,0,0,1,0,5,Team 1,Product Manager,on_hold,0,0.0
0b046af7-4b01-4bc5-9072-9197b44f2988,Email Nurture - Blog Post,85.0,21,0,0,0,0,4,0,6,Team 1,Ops,on_hold,0,0.0
42a7fc9a-3e69-4bb9-ba53-4701fae7331b,Email Nurture - Landing Page,68.0,6,0,0,0,0,0,1,7,Team 1,Designer,on_hold,0,0.0
031a877f-ad1d-4c20-afc6-3ecd4e30f440,SEO Optimization - Ad Copy,19.0,33,1,0,0,0,0,0,5,Team 1,Product Manager,on_hold,0,0.0
37da3bdb-7042-4a1a-8453-df0d05a5827f,Product Launch - Landing Page,25.0,30,0,0,0,0,2,2,5,Team 1,Ops,on_hold,0,0.0
fbcbbd7b-1a54-44bb-891d-455851bb0e5a,SEO Optimization - Landing Page,-17.83329861111111,28,2,0,1,0,4,0,5,Team 1,Product Manager,on_hold,1,20.8
90e27376-24b7-488c-ad32-ecdc0325e6af,SEO Optimization - Landing Page,3.0,4,0,0,0,0,0,0,5,Team 1,Engineer,on_hold,1,4.0
51cb031a-2915-4845-8741-c70b91c317c9,Product Launch - Campaign Analytics,14.0,0,0,0,0,0,2,0,6,Team 1,Designer,on_hold,0,0.0
f1809b28-9cdc-496e-9051-7e56374dc959,Product Launch - Landing Page,40.0,0,0,0,0,0,1,2,5,Team 1,Product Manager,on_hold,0,0.0
4fba03ac-4249-4a5a-8baa-5dbe3b67835a,Email Nurture - Ad Copy,3.0,30,0,0,0,0,3,0,6,Team 1,Designer,on_hold,0,0.0
f696eed8-64c3-43e8-a01c-45d1087d49cc,Product Launch - Email Sequence,33.0,31,0,0,0,0,1,0,5,Team 1,Ops,on_hold,0,0.0
6c0cf793-1ada-4981-ac0e-7256d88cceec,At generation maintain fill.,30.0,0,1,0,0,0,2,0,4,Team 6,Designer,completed,0,0.0
acc95d15-fc46-46a3-b0b0-615f913a9be9,Office statement network condition day very.,70.0,7,1,0,0,0,2,1,4,Team 6,Marketer,completed,0,0.0
7b1ae08d-2c5a-4b49-a273-1e1ce2594fbe,Not director real.,2.0,0,1,0,1,0,1,0,5,Team 6,Engineer,completed,1,2.0
a1b559a3-17ba-4a55-b5e4-b0d42d8382dd,Past recognize indeed true.,44.0,26,3,0,0,0,0,0,4,Team 6,Designer,completed,0,0.0
3c5ba7a3-a17b-40a5-b2fa-8983df4c3e90,Audience realize case clearly.,12.0,3,1,0,0,0,3,0,4,Team 6,Ops,completed,0,0.0
614a5006-a5d7-42a3-a7a9-e94ac2c285d5,Listen day article car.,25.0,7,1,0,0,0,3,0,4,Team 6,Ops,completed,0,0.0
6a879cbc-3968-47a3-81e2-f0e85e3e8c9b,Sister learn attorney scientist.,23.0,30,2,0,0,0,2,0,4,Team 6,Engineer,completed,0,0.0
ba1efb59-2dfc-4869-b596-d26f67a0fb0d,Couple others house seven space responsibility mother.,6.0,30,1,0,0,0,0,0,4,Team 6,Marketer,completed,0,0.0
5520d70d-37c8-4efb-b519-efc20a1547dd,Magazine war result suggest current ago.,85.0,28,3,0,0,0,0,0,4,Team 6,Product Manager,completed,0,0.0
77c33b13-a6ed-438e-a7e7-0fb75393b031,Follow responsibility reach several make always believe wear.,76.0,0,2,0,0,0,3,0,4,Team 6,Marketer,completed,0,0.0
5af94aea-c187-4e0e-b58a-bc5da8860601,Commercial strong share work discover direction.,36.0,17,1,0,0,0,0,0,4,Team 6,Marketer,completed,0,0.0
556cfbb5-4303-43e8-8d7e-20d31acbd1ba,Already expect region age could.,8.0,29,4,0,1,0,4,1,4,Team 6,Product Manager,completed,0,0.0
04ff14ef-6211-42d3-aea9-f914e38a585f,Prepare still final not heavy able property.,7.0,26,1,0,0,1,0,0,4,Team 6,Ops,completed,0,0.0
4dc1a85d-c3b8-42b3-af8d-7b350b99528f,View product for heart pick.,85.0,13,2,0,0,0,1,0,4,Team 6,Marketer,completed,0,0.0
9b8fccda-8176-47ed-819c-359845ab94c0,Store environmental own maybe anything response speak.,6.0,12,1,0,0,0,0,1,5,Team 6,Engineer,completed,0,0.0
89c10e85-f149-422d-8892-8a4c49435f57,Nice control rock movie.,27.0,0,2,1,0,0,0,0,4,Team 6,Designer,completed,0,0.0
0f6bdef0-fa86-4d57-86ef-e929a14f3f13,UI Layer - Optimize - logging pipeline,12.0,6,0,0,0,0,2,0,9,Team 0,Spesialis Lainnya,completed,0,0.0
0d5ab969-db33-4a19-823e-8d8c2222a58c,Notification Service - Optimize - error handling,14.0,0,0,0,0,0,4,0,9,Team 0,Engineer,completed,0,0.0
276ffa26-9e5e-48bf-a51c-b58753bd7f81,Auth Service - Optimize - error handling,26.0,25,1,0,0,1,1,2,9,Team 0,Ops,completed,0,0.0
3fd0263f-5e27-4d3d-8ebe-a4da49332b15,Auth Service - Fix - pagination support,14.0,23,2,0,1,0,0,1,10,Team 0,Product Manager,completed,0,0.0
085fe240-5218-42d2-b3b4-b568bc9e9177,Search Index - Implement - logging pipeline,14.0,4,1,1,0,0,0,1,10,Team 0,Marketer,completed,0,0.0
aeab1fec-b326-4426-842b-04ac61d5d118,Billing Module - Refactor - error handling,2.0,23,0,0,0,0,3,2,9,Team 0,Ops,completed,0,0.0
e682df48-a000-4824-a41a-21ca47453b47,Search Index - Optimize - logging pipeline,46.0,19,1,0,0,0,0,0,10,Team 0,Marketer,completed,0,0.0
20e5e771-4bd7-475a-9375-14cc650240d4,UI Layer - Refactor - logging pipeline,56.0,0,1,0,0,0,0,1,9,Team 0,Marketer,completed,0,0.0
16a38e82-a67c-4ede-a9e7-cca434bd0610,Billing Module - Refactor - performance bottleneck,62.0,0,0,0,0,0,3,1,9,Team 0,Product Manager,completed,0,0.0
8fe90eb4-bf9a-4703-b264-f4d535054fd5,Auth Service - Fix - error handling,7.0,0,0,0,0,0,0,0,10,Team 0,Ops,completed,0,0.0
339b3f15-0fd2-43d0-87da-46308ecf5197,UI Layer - Extend - logging pipeline,5.0,0,4,1,0,0,0,4,10,Team 0,Designer,completed,0,0.0
faa37cf3-16fa-4972-a5b5-bafad2c69e35,UI Layer - Implement - error handling,62.0,23,3,1,0,0,1,1,10,Team 0,Engineer,completed,0,0.0
1f0495fb-d2e8-4d59-85a4-6daf1d08ef62,Auth Service - Extend - logging pipeline,32.0,8,1,0,0,0,4,2,10,Team 0,Product Manager,completed,0,0.0
ed09af38-c776-4724-9807-de633ba3567d,Q4 Growth - Blog Post,14.0,0,0,0,0,0,3,0,9,Team 12,Engineer,completed,0,0.0
d4eb2010-e7cf-4889-b4ef-80948956a20c,Retention Push - Campaign Analytics,60.0,26,2,0,0,0,0,2,10,Team 12,Engineer,completed,0,0.0
9206b3e1-aff1-4b71-9157-980546306ea4,SEO Optimization - Blog Post,19.0,25,0,0,0,0,4,0,9,Team 12,Engineer,completed,0,0.0
fdaee69a-a801-488d-8c35-744f2c27f26a,Retention Push - Campaign Analytics,18.0,26,0,0,0,0,0,4,10,Team 12,Designer,completed,0,0.0
7c06d561-8077-41c5-8307-06556d871616,Email Nurture - Ad Copy,24.0,16,0,0,0,0,0,0,9,Team 12,Spesialis Lainnya,completed,0,0.0
f03d7e44-f274-4909-8261-1f455973e517,Product Launch - Landing Page,26.0,29,1,0,0,0,2,1,9,Team 12,Engineer,completed,0,0.0
cb300b5c-24da-4e67-a314-a73329c124f1,Retention Push - Campaign Analytics,6.0,5,0,0,0,0,3,0,9,Team 12,Ops,completed,0,0.0
442d3c5b-5dcd-4606-88d3-d675029892da,SEO Optimization - Email Sequence,87.0,15,2,0,0,0,2,2,9,Team 12,Marketer,completed,0,0.0
3cc9be24-ec5e-48ca-b091-0759ac3aebf5,Retention Push - Campaign Analytics,24.0,30,1,0,0,0,3,2,9,Team 12,Marketer,completed,0,0.0
d932863d-6f62-4740-be41-8d33a80f2691,Email Nurture - Ad Copy,29.0,0,4,0,0,0,0,1,9,Team 12,Product Manager,completed,0,0.0
03158e6b-61d9-4eb0-a95d-0ba0549323fe,Email Nurture - Email Sequence,3.0,5,1,0,0,0,3,2,9,Team 12,Ops,completed,1,2.0
e944787f-d93d-4bbb-8528-82a5a8796d87,Relate democratic either capital dark quite drop wonder.,9.0,0,1,0,0,0,4,1,9,Team 7,Ops,active,0,0.0
4874db32-3be3-4689-85d3-0aa74740f7c2,New total media finally light issue parent treat.,12.0,6,3,1,0,1,0,0,9,Team 7,Designer,active,0,0.0
8cc522e2-77df-445b-b392-1aa9740c370d,Beat just could present summer story impact campaign.,83.0,3,3,1,0,0,4,3,9,Team 7,Designer,active,0,0.0
3ab6cd38-4676-4458-a096-3e9a6805f122,Stop image social agreement season.,5.0,4,2,0,0,0,0,0,9,Team 7,Engineer,active,0,0.0
86159017-c1dd-453d-8f9c-20bdaaaf2d66,Put with cause pretty nor fly contain.,15.0,5,2,0,0,0,3,0,9,Team 7,Product Manager,active,0,0.0
fe760803-b0ef-4564-8548-e9bab94f7dbd,Red condition throw.,38.0,0,1,0,0,0,3,0,9,Team 7,Spesialis Lainnya,active,0,0.0
3b18b5d1-4da1-4121-88f2-18bd244d6f6d,Whether detail forget organization hour arrive plan score.,4.0,5,1,0,0,0,4,3,9,Team 7,Designer,active,0,0.0
993ededb-3139-4471-9091-f0f2688d39a1,Knowledge board low society bring open.,3.0,5,2,0,0,0,0,1,9,Team 7,Ops,active,0,0.0
5ecd3cbb-3fa6-46ca-880d-dbac72bc9a18,Morning him interest.,73.0,7,1,0,0,0,4,1,9,Team 7,Marketer,active,0,0.0
d06d9011-711d-4757-93c9-0927adce72c3,Pick hold why candidate six five character.,14.0,4,1,0,0,0,2,1,8,Team 7,Engineer,active,0,0.0
78afbd87-da6f-4178-aaab-7c99e7486ea3,Whole personal meeting agree good available gun direction.,5.0,12,2,0,0,0,2,1,9,Team 7,Engineer,active,0,0.0
24de502e-af0e-4e11-9032-43852eecf47f,Figure memory rule.,6.0,29,3,0,0,0,3,1,9,Team 7,Engineer,active,0,0.0
a35a0a0b-af52-4c5b-a6fc-a0d6b3d7baad,Improve money purpose one summer.,11.0,5,1,0,0,0,0,1,9,Team 7,Ops,active,0,0.0
50fc7146-5022-4271-b348-cb111e0adf6e,With ten learn agent present.,81.0,23,0,0,0,0,0,1,9,Team 7,Ops,active,0,0.0
6709d0c1-fff9-49e2-b805-36860aca47f1,API Gateway - Extend - performance bottleneck,63.0,25,3,0,0,0,3,1,8,Team 14,Product Manager,active,0,0.0
9a8b9f97-b555-4a8f-badf-481b278ddd01,Notification Service - Refactor - pagination support,30.0,5,3,0,0,0,2,1,8,Team 14,Ops,active,0,0.0
f98f20ad-7287-4bd7-8b16-df93fb87285c,Auth Service - Optimize - logging pipeline,41.0,26,3,0,0,0,2,0,7,Team 14,Designer,active,0,0.0
a154adaf-052a-4bce-ac6b-4ad0d5e5d94f,Search Index - Refactor - error handling,66.0,27,0,0,0,0,1,2,6,Team 14,Marketer,active,0,0.0
23b971ae-a04f-41f8-b3e2-3caf8f9c7041,Auth Service - Implement - pagination support,3.0,7,4,0,0,0,1,1,8,Team 14,Ops,active,1,3.0
e1e134d6-a973-46f9-bb93-7bc8fc2b784e,API Gateway - Refactor - error handling,1.0,12,1,0,0,0,1,1,7,Team 14,Marketer,active,1,8.0
7bd363d9-f114-4187-8c00-5d3cdcc61dac,API Gateway - Refactor - error handling,20.0,7,3,0,0,1,0,0,6,Team 14,Spesialis Lainnya,active,0,0.0
fe946527-f628-4a91-840e-a460c176506b,API Gateway - Implement - logging pipeline,81.0,0,2,0,0,0,1,0,8,Team 14,Engineer,active,0,0.0
5ec9a193-7d95-45d7-8545-7650920489ae,Notification Service - Implement - logging pipeline,-38.4540162037037,10,0,0,0,0,0,0,7,Team 14,Marketer,active,1,44.5
d54be026-9d8f-46f9-9f15-f487815a6565,Q4 Growth - Email Sequence,31.0,6,0,0,0,0,2,1,9,Team 18,Ops,active,0,0.0
277a1666-950e-4071-bb43-4df7aff76b79,Email Nurture - Landing Page,22.0,7,1,0,0,0,4,1,9,Team 18,Engineer,active,0,0.0
4c7bf1c4-f70f-484d-8293-9c04173406cf,Email Nurture - Blog Post,2.0,7,0,0,0,0,4,1,9,Team 18,Product Manager,active,0,0.0
247dbbab-a464-4f09-9d16-5873ab948f57,Product Launch - Landing Page,10.0,4,2,0,0,0,3,2,9,Team 18,Marketer,active,0,0.0
71a4a815-9c80-40a0-9904-9f7827e5c191,SEO Optimization - Landing Page,63.0,9,1,0,0,0,0,1,9,Team 18,Designer,active,0,0.0
ae4e4437-b518-44a1-b8b7-1fd602c7db13,Q4 Growth - Ad Copy,2.0,7,2,0,0,0,1,0,9,Team 18,Engineer,active,1,3.0
00d12511-f4a1-4130-b644-4af053d8f3b1,Q4 Growth - Landing Page,10.0,28,1,0,0,0,1,1,9,Team 18,Product Manager,active,0,0.0
ba06bb8a-d78f-4fee-a360-98fb8dad15bc,Product Launch - Email Sequence,7.0,6,1,0,0,0,3,1,9,Team 18,Engineer,active,0,0.0
89d211e9-5edc-4915-b74f-d39c69ee6aab,Email Nurture - Landing Page,41.0,11,0,0,0,0,2,1,9,Team 18,Product Manager,active,0,0.0
e71ba63b-4515-4b9b-91d2-a7077963cf1d,Product Launch - Landing Page,5.0,26,2,1,0,1,0,0,9,Team 18,Engineer,active,0,0.0
3ede7c23-869a-4405-8b95-60d054d7556f,Q4 Growth - Ad Copy,20.0,15,0,0,0,0,3,2,9,Team 18,Designer,active,0,0.0
8f84f9e2-9dd4-4251-86ba-92362fb1fb1a,Email Nurture - Blog Post,41.0,15,2,0,0,0,0,1,9,Team 18,Marketer,active,0,0.0
e6c47c34-0add-4531-9651-fb3d18d8522c,Product Launch - Email Sequence,-1.7183912037037037,4,0,0,0,0,0,1,9,Team 18,Designer,active,1,3.7
e83f7914-8bbb-4819-be40-d53e235e3701,Be rate bring recent gas rich.,25.0,0,2,0,0,0,3,0,4,Team 2,Marketer,completed,0,0.0
e089fa80-8a3d-4d04-91aa-5c144acd01e7,Some program option doctor.,9.0,27,1,0,0,0,1,0,4,Team 2,Ops,completed,0,0.0
0fe08832-fa86-4665-b752-9ecb3987e5c3,Five unit floor time.,7.0,0,1,0,0,0,2,0,5,Team 2,Product Manager,completed,0,0.0
619cf744-15e8-41ed-985e-293ef8bb96f6,Account speak everybody general late brother six.,79.0,5,0,0,0,0,3,0,4,Team 2,Ops,completed,0,0.0
b671978a-9e62-4aeb-a7c5-37789f354404,Perhaps lot member seat.,13.0,26,1,0,1,0,1,0,4,Team 2,Designer,completed,0,0.0
d7248f35-d129-4cb5-b701-edd04baf3442,Whom base new approach probably.,66.0,29,0,0,0,0,2,0,5,Team 2,Spesialis Lainnya,completed,0,0.0
4145092d-e3da-4737-a815-c34d2b42b4da,Decide on because usually power cup.,27.0,30,2,0,0,0,0,0,4,Team 2,Spesialis Lainnya,completed,0,0.0
62d399d3-4253-4ce5-8e4a-58ea46b91520,Impact citizen than interview wind management one article.,30.0,30,1,0,0,0,1,0,5,Team 2,Spesialis Lainnya,completed,0,0.0
79377646-992a-41db-969e-e4e5f2874d31,Director sell never Mr bill time.,57.0,8,1,0,1,0,1,0,5,Team 2,Product Manager,completed,0,0.0
cf66a7bf-b038-43b9-8427-a200bb9122f4,Everything state safe throughout size.,1.0,0,0,0,0,0,0,1,5,Team 2,Ops,completed,1,3.0
26a1d66c-d1d8-4a82-8d94-c3a8c1d474af,Low card past college.,16.0,18,1,0,0,0,3,0,4,Team 2,Designer,completed,0,0.0
0398af89-d736-4e8d-981c-9005aa228261,Happen popular week low administration rise.,20.0,4,0,0,0,0,0,0,4,Team 2,Product Manager,completed,0,0.0
75ecc483-71e3-480d-9f40-88cffd155cdb,Car bill sound specific us travel.,2.0,12,1,0,0,0,4,1,4,Team 2,Ops,completed,0,0.0
6aa50e19-1505-45d5-b596-4d8ed6d36350,Cold first could answer.,26.0,6,2,0,0,0,1,3,4,Team 2,Ops,completed,0,0.0
1792e158-c05e-4e3b-a1d8-5199b118eb86,Story they power notice plan though.,25.0,5,2,0,1,0,3,0,9,Team 12,Marketer,active,0,0.0
c9d02210-ed62-454a-ba29-176e273bc67d,Method billion able nearly military.,28.0,27,1,0,0,0,0,0,9,Team 12,Marketer,active,0,0.0
a950f518-6b4c-44eb-87a1-f1c3826fe9c3,Even explain some among dinner employee know.,27.0,15,3,1,0,0,4,1,9,Team 12,Marketer,active,0,0.0
aaae939b-47c3-4334-bb36-5fa763a0f0b7,Possible strategy get subject.,-11.469236111111112,8,1,0,0,0,2,3,9,Team 12,Designer,active,1,14.5
e8e7134e-105b-458c-8e2a-bb1c5e2ca406,Executive address yet step much health.,32.0,25,0,0,0,0,1,2,8,Team 12,Marketer,active,0,0.0
a11285ea-30ea-4b65-9d60-265ad3909762,Team account rise exactly really.,29.0,27,1,0,0,0,0,2,9,Team 12,Engineer,active,0,0.0
f78fddf9-f9c3-4f7e-a016-9b7a5339a1d0,Contain grow history expect involve.,29.0,0,0,0,0,0,0,0,9,Team 12,Engineer,active,0,0.0
f16b9a34-1d78-4e87-b1bf-2a263d2fbe9d,Security out majority season other along mind.,6.0,25,1,0,0,0,0,0,9,Team 12,Spesialis Lainnya,active,0,0.0
604ce1f4-c37a-4b42-9c35-a833bbe7f30b,Ok stuff begin environmental.,43.0,6,1,0,0,0,0,1,8,Team 12,Product Manager,active,0,0.0
24a8e3ff-e7da-4c19-9e91-37175aff6e0c,Along friend too grow sort.,19.0,20,0,0,0,0,0,0,8,Team 12,Engineer,active,0,0.0
b805eabc-e6f5-4cb3-b050-d587715f2b3c,UI Layer - Fix - performance bottleneck,10.0,16,2,0,0,0,4,0,5,Team 8,Ops,completed,0,0.0
40cfd67b-08e3-4f82-ab74-9d57bfc42760,Notification Service - Refactor - logging pipeline,35.0,4,0,0,0,0,0,0,5,Team 8,Engineer,completed,0,0.0
e856b75e-aeb2-469e-ba63-9c38f2fd04a6,Auth Service - Extend - edge cases,14.0,4,0,0,0,0,1,2,5,Team 8,Ops,completed,0,0.0
fc476c2a-0cc2-4135-9c09-b60e2fa8e081,API Gateway - Extend - performance bottleneck,19.0,0,2,0,0,0,0,0,4,Team 8,Engineer,completed,0,0.0
6766642c-164c-4fba-a9fe-ac040c7586c1,Billing Module - Optimize - edge cases,7.0,26,0,0,0,0,3,2,5,Team 8,Ops,completed,1,3.0
3782e29f-0f0b-4604-b8ff-f2109dbd030a,Auth Service - Optimize - pagination support,3.0,29,1,0,0,0,3,1,5,Team 8,Product Manager,completed,0,0.0
1dd44901-5e2c-4faa-8668-f64106781d51,API Gateway - Extend - performance bottleneck,12.0,0,0,0,0,0,0,1,5,Team 8,Product Manager,completed,0,0.0
9488976c-6358-4105-a86e-98a5ab8e5dd7,UI Layer - Extend - performance bottleneck,29.0,7,0,0,0,0,1,0,5,Team 8,Spesialis Lainnya,completed,0,0.0
3630f35c-edb2-47dd-b9a2-971c3690661f,Billing Module - Extend - pagination support,7.0,0,2,0,1,0,3,0,4,Team 8,Product Manager,completed,0,0.0
8d6a2a0e-5c32-43aa-846b-3120c899947d,Auth Service - Refactor - edge cases,42.0,25,1,0,0,0,2,0,5,Team 8,Product Manager,completed,0,0.0
6c457851-bf55-4d22-916f-fe9d33634df2,API Gateway - Fix - performance bottleneck,5.0,27,1,0,0,0,0,0,5,Team 8,Spesialis Lainnya,completed,0,0.0
7a1e7227-a9c5-4753-ab20-becf2115fae5,Notification Service - Fix - edge cases,65.0,6,3,0,0,0,4,1,5,Team 8,Designer,completed,0,0.0
ef982a00-d6bc-487e-a7bf-7a0916998502,Notification Service - Refactor - edge cases,4.0,13,1,0,0,0,0,2,5,Team 8,Ops,completed,0,0.0
db46256e-c262-4f43-babe-dea46a818e5f,API Gateway - Implement - pagination support,19.0,24,1,0,0,0,0,1,5,Team 8,Ops,completed,0,0.0
fa8a464e-5f92-4b0a-9be1-58a8248ccecb,API Gateway - Implement - error handling,12.0,6,0,0,0,0,4,1,4,Team 8,Engineer,completed,0,0.0
65e61f8d-d469-4df4-a4d8-0d42c5f85e6c,API Gateway - Extend - logging pipeline,9.0,7,1,0,0,0,0,0,5,Team 8,Designer,completed,0,0.0
98896a9c-3495-4814-ac48-1b99d4f8d634,Search Index - Refactor - performance bottleneck,14.0,0,2,0,0,0,2,0,5,Team 8,Product Manager,completed,0,0.0
8962f544-6161-47f6-8374-69b30778c8e9,Notification Service - Refactor - logging pipeline,67.0,0,0,0,0,0,0,0,4,Team 8,Marketer,completed,0,0.0
