id,task_id,author_id,content,created_at
5e4e316a-ab0b-4cb0-b028-42e83860fa55,b9886ca4-dea8-43c9-8920-a7423aa6e0dd,f110ce4d-e304-4bc8-acdb-78b4e7ccc2ad,Blocked on design deliverables.,2026-01-06T17:35:22.128051
e8f0acf6-3eda-4849-a016-d6532201ad01,ef8bb632-b6f0-41ea-ad0b-a3b92da39bb5,f904508c-4793-464a-a894-336f226edca0,Can we push this to next sprint?,2026-01-06T17:35:22.128051
52429e8a-f57c-4668-b657-6e8958649549,ef8bb632-b6f0-41ea-ad0b-a3b92da39bb5,46106b6a-1620-4876-a79e-62d08ddb6734,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
426d4e93-9ef5-47d5-9054-927471ccded3,ef8bb632-b6f0-41ea-ad0b-a3b92da39bb5,61620a4e-1690-4ad0-9e7d-425b6b8909bc,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
bdc09b64-7c88-4119-9ca5-10d537b10505,78dffe90-29c4-4e63-a753-2e34e2351b89,67159aa5-c713-4983-a606-cef151077558,Can we push this to next sprint?,2026-01-06T17:35:22.128051
e3c1bf0b-9de6-4854-b1b3-6485b5cbaa33,180edb5d-d617-45a8-b3a3-da82b10435a6,9527736e-39cc-46ef-a20a-d18c11f063e3,Can we push this to next sprint?,2026-01-06T17:35:22.128051
e1eb01ef-0fa8-40dd-a87f-03edb4fb1554,180edb5d-d617-45a8-b3a3-da82b10435a6,905acf00-0210-46ce-af39-b493b3aa7b1d,Blocked on design deliverables.,2026-01-06T17:35:22.128051
b90c9348-e584-4c01-8a37-9382b8bece32,d63998d3-2a9e-4b7a-8ed9-f5094366039b,bd4c6d76-82b3-471f-b0df-769d7847e7a9,Blocked on design deliverables.,2026-01-06T17:35:22.128051
5e58c1a8-4b91-48d9-a098-92014b0ff33a,d63998d3-2a9e-4b7a-8ed9-f5094366039b,7de2a1fc-14fe-4c46-b4f8-b3491981a471,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
f71dc630-23f7-42cd-953a-acba2667e292,d63998d3-2a9e-4b7a-8ed9-f5094366039b,fb3e92b9-58b8-4f1c-9090-cff92cf2a02a,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
c20283ca-60c4-4cd2-9f56-cb89c1a670ba,d63998d3-2a9e-4b7a-8ed9-f5094366039b,fecf1908-9ce7-46c6-a096-11ed4c880560,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
27e99cb0-c1a9-4391-9839-720305c9f8f1,c5190bb3-9997-4d49-a227-8642882a225e,70085375-769d-4d9c-9e6b-0ea19ec7c7de,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
bbb0980f-e826-4147-a782-6e4f10fe499d,c5190bb3-9997-4d49-a227-8642882a225e,51273faa-8901-4374-895e-805d678f351f,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
15d88949-fcc8-495e-94b5-eae00e489d88,b3d6bf9d-6a35-45bb-a74d-8bb6d6b63ec1,af741689-2885-4544-9f16-aab41e46bf82,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
a4866a06-e024-4e63-a6cb-3ea5bf60d03f,cd9660f4-f0bb-4a1c-8457-e257acc12bbe,335dde30-b1eb-4b25-a3da-21a9fbf5a7b8,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
428d5b5f-fbab-4e2b-8824-570ad8de2958,cd9660f4-f0bb-4a1c-8457-e257acc12bbe,abb61459-c5e7-4a6a-9cf7-fa26f4dc7a2f,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
b994f474-18a9-4399-a8d9-e003b3cd2931,a7f5e1f4-69df-4bd8-bc0a-3017a843bbbc,26887100-c87f-4a5d-8011-1a2dae0bd0ef,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
ab845489-7ca6-4a1c-82a5-2d7fab3fa7ee,a7f5e1f4-69df-4bd8-bc0a-3017a843bbbc,f5f472b1-d8ae-43d2-bde2-2f4ee6c85f25,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
c0f65b3d-0c54-4560-937a-654494a5c057,a7f5e1f4-69df-4bd8-bc0a-3017a843bbbc,1ae7686a-aa69-415a-a107-cd1215ea038b,Can we push this to next sprint?,2026-01-06T17:35:22.128051
72c8b0ea-7ddf-4087-b505-c1c2ccf8488a,a7f5e1f4-69df-4bd8-bc0a-3017a843bbbc,a4ed5717-af80-4d5d-af8f-77da339fa288,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
30363a97-d3d1-4eae-b243-02527d348d62,90fa0942-c590-4356-b9d8-181e8334f28a,068f09cb-b14e-4c83-8755-c8adcdc00bfe,Blocked on design deliverables.,2026-01-06T17:35:22.128051
b7ddc6cf-cfbd-4702-9f3d-156eef9b08b5,90fa0942-c590-4356-b9d8-181e8334f28a,7cfd2508-50cc-4a65-a477-b97cb3e0ffec,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
5bb7f143-f27e-4ad6-8828-f04c2b8a9c98,90fa0942-c590-4356-b9d8-181e8334f28a,8d4fcd63-269b-4a90-99a4-84f53c308127,Can we push this to next sprint?,2026-01-06T17:35:22.128051
79036938-d587-4ba6-989c-bf056ae8abd1,2d5902ba-9391-4a01-8755-c8bbcdc4e882,61faeeb0-32b1-4fce-82ea-048b006f8175,Can we push this to next sprint?,2026-01-06T17:35:22.128051
f7429cca-75fd-4c60-844c-446c6f319ce9,84f54efc-0997-45bc-a88f-6784a9563554,645c3c88-08a4-4298-9b02-f92391ef9dd1,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
2eff607f-1f3f-4248-a5e3-3baad2ba7f94,87f7c74d-4c3f-4a1e-8307-d9576927d533,33a886d3-392a-4ad3-81e4-eb50647ab2ed,Blocked on design deliverables.,2026-01-06T17:35:22.128051
c50d2e6a-e58d-411a-ad00-c82a1c329bf7,ff05f7df-dbca-46a2-8bb0-a929648bc34c,decf026a-7f62-4f60-b5d1-12b8115f8d35,Blocked on design deliverables.,2026-01-06T17:35:22.128051
3f94cda7-be59-42ee-9681-88a52b64fcf2,ff05f7df-dbca-46a2-8bb0-a929648bc34c,b333133d-a9dd-4f31-9483-ac8310dcfbdb,Can we push this to next sprint?,2026-01-06T17:35:22.128051
29827674-5448-4049-b820-db5b7448ce36,ff05f7df-dbca-46a2-8bb0-a929648bc34c,c8382450-3e33-49d8-b138-c80d41c5e5b5,Can we push this to next sprint?,2026-01-06T17:35:22.128051
7b48a249-a48e-47d4-93e0-e493dec04166,ff05f7df-dbca-46a2-8bb0-a929648bc34c,7938815f-fcea-4042-ba4e-57b7a8a1b5eb,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
bf13b774-a235-4359-ac97-5f8096e60d0a,4877513b-9b68-49af-a19e-03f62a6d15af,6f073aeb-1491-4686-9bd3-35bcc6c76ee7,Can we push this to next sprint?,2026-01-06T17:35:22.128051
1ee5d6bd-bbe0-4975-9289-9d1cfe9b260c,8f802279-0296-41df-96ab-fe33c688ea9b,492e2b91-108e-422e-a05e-98466b2c5b63,Blocked on design deliverables.,2026-01-06T17:35:22.128051
3cb5e577-6673-47e8-9313-f50ab8183ac7,38928492-5a7a-4aaf-894c-ec8832c767a5,70745fdd-b0c4-40b8-ab43-b513427590e8,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
9a3e0059-1d4d-428d-9905-ebd7722212cd,38928492-5a7a-4aaf-894c-ec8832c767a5,283e7442-0b15-4510-82d2-32afd4cf2986,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
00ea7438-9228-4675-88e4-d9f1af9fcde3,38928492-5a7a-4aaf-894c-ec8832c767a5,05b08e0b-6bcd-4c1f-87e3-5a5ab42c7cfe,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
6c6bd3bf-cd1c-43b7-a0d2-81d387b542a8,38928492-5a7a-4aaf-894c-ec8832c767a5,0551d05c-ad09-4269-b8ae-f40b4349c507,Blocked on design deliverables.,2026-01-06T17:35:22.128051
304f86a4-8246-4f72-9ef0-9e125e9c353c,656441aa-e178-4b0e-bbb4-8dd2027ef3e3,667a38b8-0a7a-468e-8f54-86771f0e0726,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
cf721750-d07f-4375-85fb-a79e877af2ce,656441aa-e178-4b0e-bbb4-8dd2027ef3e3,ba4c117b-3c3e-4cdc-9b38-23e465b45e25,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
6787d076-8479-438d-aa0f-e9cbb61982d7,656441aa-e178-4b0e-bbb4-8dd2027ef3e3,e594fcb0-fe27-45b5-8051-b9133d43c8c1,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
6ff5141a-8115-47dc-8a2a-ae8177886ad6,656441aa-e178-4b0e-bbb4-8dd2027ef3e3,2062e400-f936-4a24-9d09-3738f2472a26,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
1515c7ed-e4b9-42ac-8967-97495d2a8466,e83732fe-4748-473a-afa9-b35388561e90,833ba98d-c342-4d8b-b53d-c90a78ffe2f7,Blocked on design deliverables.,2026-01-06T17:35:22.128051
b34362f5-8138-492f-9e5b-eecf7a7ec069,e83732fe-4748-473a-afa9-b35388561e90,4f8466c7-b0e0-4a53-80b5-df2f2cc80084,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
f8263b55-4fce-4494-b62f-9f8894225232,e83732fe-4748-473a-afa9-b35388561e90,afa7e726-46e1-41ec-bd35-7271a2eba295,Blocked on design deliverables.,2026-01-06T17:35:22.128051
27353bd2-597b-4ba1-b02b-aac86094cea2,a621f04d-aeec-40fd-a8c1-e4bbd96a2e44,5cd7dc32-a049-44e7-acf3-ca44bb8b58c6,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
8b8da55e-b65c-45ff-b69a-84c5bac06630,ecd5a1cd-ce42-40fd-a4e9-5fb282173b81,011515db-2f3e-4c4d-9965-91e21862bdd1,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
e9e3c0d1-e960-4486-955c-d47c31c04a8f,ecd5a1cd-ce42-40fd-a4e9-5fb282173b81,fd78fa94-096b-4388-a6f6-66c0837b1891,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
2bedd9da-b039-4369-85cc-64c935dff9f8,ecd5a1cd-ce42-40fd-a4e9-5fb282173b81,20322304-3a75-4fd7-b4cb-13e5eb8c8e47,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
9801e569-9d24-4968-8e54-ea8b49dce70f,ffb487db-4df7-4b71-865c-dd2fe63eddc4,1a18884e-6af6-4438-8591-ba60996e88e9,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
299c4af3-49f8-4907-ab94-972b1af23e21,ffb487db-4df7-4b71-865c-dd2fe63eddc4,5ba533b9-af4b-4b3e-b89c-99caaff994d3,Blocked on design deliverables.,2026-01-06T17:35:22.128051
ae8ffe1a-8a56-462a-858b-6a2c7d2f9475,ffb487db-4df7-4b71-865c-dd2fe63eddc4,ea6003d7-f80b-443a-bf97-a792d65a6f6e,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
11d0a2ce-ec41-4d4a-9dec-6f36047a74b2,9e054054-07ff-4b03-9741-9e2943c5f001,672ec46e-f4eb-48a4-a576-553ff5dbdb1a,Blocked on design deliverables.,2026-01-06T17:35:22.128051
5ca047b0-598f-4bcf-9d80-37f670ebda1f,9e054054-07ff-4b03-9741-9e2943c5f001,c50206c0-bb27-4edb-ac49-3a955aaaa387,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
2d3b6e4c-7864-49e7-ada5-9331004ed794,534c8256-9823-44a3-9003-5cf4a63865a3,c055a3a5-7752-44aa-8f58-02767dfedd5d,Can we push this to next sprint?,2026-01-06T17:35:22.128051
ad4d1ee8-6c5f-424e-8e6e-01ed1a67fd70,534c8256-9823-44a3-9003-5cf4a63865a3,ea69dcb4-1779-4cf6-b594-5ef91b00b62b,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
98f1c0ba-0d30-4970-84b6-fdce0a09b140,534c8256-9823-44a3-9003-5cf4a63865a3,9afa937f-d0c6-4c99-aade-707c4f772f78,Blocked on design deliverables.,2026-01-06T17:35:22.128051
89b3d271-752b-4e51-b8f9-67961b999390,534c8256-9823-44a3-9003-5cf4a63865a3,2c8d3ea6-9e90-46e3-b173-e7b17d62da88,Can we push this to next sprint?,2026-01-06T17:35:22.128051
97c6508b-7d6d-48c3-8d31-1aa9be8c80da,a544bdc5-2b0a-423c-a2ed-538952759896,7caa5210-28f6-4b2b-84fe-ac0d4999020a,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
c021bb87-33af-4027-bc62-98cae9103928,a544bdc5-2b0a-423c-a2ed-538952759896,125c3b5c-9476-475b-abc3-d5932f89363a,Can we push this to next sprint?,2026-01-06T17:35:22.128051
324b5acf-3474-4bb9-9a6c-3fcecf95dba3,a544bdc5-2b0a-423c-a2ed-538952759896,41ce983f-cf85-4739-badf-b32846dceb92,Can we push this to next sprint?,2026-01-06T17:35:22.128051
73bbc579-a04f-43ce-ae69-5446279d0c03,a544bdc5-2b0a-423c-a2ed-538952759896,15992f55-6b74-4e14-8c76-504d5b8eb4ba,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
83b53ea7-1fd6-458b-b345-ec82bd82e43b,7db2691a-3ed7-47da-901e-d396f877bc1d,3eaf8f73-62fb-4470-95e4-8c07c0cb6bde,Blocked on design deliverables.,2026-01-06T17:35:22.128051
4198c895-98b9-4eae-96ef-56802800363b,7db2691a-3ed7-47da-901e-d396f877bc1d,7147a7b7-e8df-4346-b387-831048c90d4d,Can we push this to next sprint?,2026-01-06T17:35:22.128051
d83fd781-b58a-4836-af05-f11232c2f960,a14d8589-68df-44ed-906f-cdfbce8eb4d2,66ccfc07-f900-4934-812e-785ff95311ed,Blocked on design deliverables.,2026-01-06T17:35:22.128051
55c2239f-d39c-4602-9030-bfa3cd57f817,a14d8589-68df-44ed-906f-cdfbce8eb4d2,3a4b6414-5baf-4423-ad80-c2314fa77aec,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
5b50ea2d-3284-4c38-8eab-c697d32f903a,517694b8-99ae-48cd-ac96-2c528ca4de5d,3246dd9a-9d3e-4e7c-88aa-dc6058ab228d,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
ee30c995-6d54-4d08-bb83-58b2b063145e,517694b8-99ae-48cd-ac96-2c528ca4de5d,bc768152-18c8-4fdc-9ef2-8d558a34aee6,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
8d849aff-258b-43ba-a7d4-f6d08e664dad,15b8a34c-b05a-4e42-80c4-d1898c1003b3,bac91726-ea19-453b-8dd3-6e5901f5593c,Blocked on design deliverables.,2026-01-06T17:35:22.128051
5412fd52-4c61-4427-be4e-65759fae4bab,15b8a34c-b05a-4e42-80c4-d1898c1003b3,37bc73c1-4c0e-469a-b529-0ec355efd443,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
dfd0b6b1-eb37-4d45-821e-b2b3564fb08a,15b8a34c-b05a-4e42-80c4-d1898c1003b3,8e58a707-a250-4e8a-9fa9-ea40b49c2b62,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
bd3d3caa-48cf-4598-af95-be8df08b9185,e85d6c7b-f186-4f36-917f-b5a77ca40a02,47323b79-4a29-403d-b2b8-8f420a9644c7,Can we push this to next sprint?,2026-01-06T17:35:22.128051
ab221068-bb50-4c9b-95d2-ac27d84a692d,e85d6c7b-f186-4f36-917f-b5a77ca40a02,bdd19b50-37c0-45c6-af1b-b25768ff304b,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
1052d07d-8452-4c9a-bea0-71dad2b048d4,f4444dc9-0b99-499f-b0bf-47f8e8dd24a3,573e65a1-5cf3-407d-876e-f85418cd25e6,Can we push this to next sprint?,2026-01-06T17:35:22.128051
a0c167e6-d0af-47ba-afb8-7a45ee7e9a52,f4444dc9-0b99-499f-b0bf-47f8e8dd24a3,53d72206-58a2-4ea7-889a-06a7576095cf,Blocked on design deliverables.,2026-01-06T17:35:22.128051
a36c98cb-3f73-4885-967b-af68a723a812,fa3c6907-29a0-4a91-8c1c-68bb704973d7,b9dd16ea-bce3-42e0-aff9-14d97a8c2f77,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
6a3422c2-b246-44c6-be49-ca3fd5317b10,fa3c6907-29a0-4a91-8c1c-68bb704973d7,ada40852-f17f-4cf9-ba63-48a2ddf84953,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
a6910cce-21a5-4618-89cb-86fdc652d929,fa3c6907-29a0-4a91-8c1c-68bb704973d7,b4032e60-fe04-4711-b224-fbf3936c991d,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
9f6404cb-c19d-4f23-9dbc-e0dfa68adf8d,48b005e3-8f36-4cda-ae46-e9afef6a0872,48b2238c-75bd-42fb-9710-6db89a957e21,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
1d790b45-d96c-4c22-8621-c878e6d0b948,1f2aa526-5acf-413f-8c7d-6ee1fd220b52,cf88dc35-ed16-44a0-acc7-9e896c65ef0e,Blocked on design deliverables.,2026-01-06T17:35:22.128051
c4572b48-d9a7-4019-b98f-dc8956da06dc,1f2aa526-5acf-413f-8c7d-6ee1fd220b52,9527736e-39cc-46ef-a20a-d18c11f063e3,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
d52b2744-8416-49c2-896e-63256df3e73b,1f2aa526-5acf-413f-8c7d-6ee1fd220b52,946f8069-efc3-44aa-8b38-9aec6c832152,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
74f03a3e-6748-4f9a-959b-cc3beae48cd7,9b58df09-54d2-49ae-a701-7229d3538deb,d1002d3c-54a6-40d4-8391-6dad3618cdc7,Can we push this to next sprint?,2026-01-06T17:35:22.128051
6a31daec-f673-4e21-a6fe-d9a0d25e0cab,db3a80ae-ac2a-4080-b84f-69c591b61865,1e5d80b1-be9b-4e8e-9604-1fd226144532,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
f5adb7f2-6658-45e6-bb44-42c57368b323,db3a80ae-ac2a-4080-b84f-69c591b61865,f44fa9f8-35cf-408e-b62e-43b5bd537cff,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
1be1eadb-b3e8-40c5-b7d4-21b00a1a6207,db3a80ae-ac2a-4080-b84f-69c591b61865,28f27c62-9eab-4c7a-bec5-a89082ff69f0,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
7ec788e4-6662-4039-b92c-f6280cb6b2c5,c8bd37c6-3cd7-4bd5-873f-6c80fd1f214c,98534c7e-e9ba-489d-8657-03290fd4a8f7,Blocked on design deliverables.,2026-01-06T17:35:22.128051
0a99f56c-721f-47e6-99fa-e7f0241dde53,c8bd37c6-3cd7-4bd5-873f-6c80fd1f214c,79cb2034-1b74-426e-a151-4bdd4f88f3fd,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
327ff217-8100-4829-a5f1-f5468f032822,379622c8-50a5-4eb6-bf74-4bd9d4af3c1c,ae2331ea-7962-4664-8fca-ae318071759e,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
40ddca71-c24e-499e-895f-7fde30fb0a17,379622c8-50a5-4eb6-bf74-4bd9d4af3c1c,edbde55e-b44f-4840-b162-3ebdf3bd630b,Can we push this to next sprint?,2026-01-06T17:35:22.128051
e3b7c9df-90c8-40e4-8ccf-61ce40f7cde0,92eab3d9-00b6-4b8d-ba11-9a2016b93c79,24c6f820-e343-4809-8b3d-6303f39a562c,Can we push this to next sprint?,2026-01-06T17:35:22.128051
6b95182c-95a1-4c9b-902c-d367b0b6cbfa,92eab3d9-00b6-4b8d-ba11-9a2016b93c79,3ae0f682-df1a-4c6f-950e-62bee18043be,Blocked on design deliverables.,2026-01-06T17:35:22.128051
c1f293c6-41e7-4127-8835-ad40c39b489a,92eab3d9-00b6-4b8d-ba11-9a2016b93c79,6a6ae598-e77e-4022-8b5d-da319595fed6,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
7843e759-58d4-469f-a601-44b675473a19,92eab3d9-00b6-4b8d-ba11-9a2016b93c79,d9b3b1b3-6eb2-490c-b08f-8c7ed06d77e5,Blocked on design deliverables.,2026-01-06T17:35:22.128051
846f20c4-50dd-4798-985a-89f405140f6b,b2ab3e5f-bbfd-4c3e-9355-7e76e1e2101b,d32a58f2-5289-4536-80d7-ac7e23fdfe88,Can we push this to next sprint?,2026-01-06T17:35:22.128051
12c42e2e-a1dd-4880-9410-91e2acb398fc,b2ab3e5f-bbfd-4c3e-9355-7e76e1e2101b,9041e23a-3be0-476f-aaa4-2c840f9c1850,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
eb316561-1573-422f-ab59-fe768d52d404,dd090047-0142-483d-8dab-2b3f32c5a842,348e4d0f-b2b4-4804-8718-98f563e348ab,Blocked on design deliverables.,2026-01-06T17:35:22.128051
5a1ff5fd-ad63-4ed0-bb4f-788786fc8997,dd090047-0142-483d-8dab-2b3f32c5a842,b58f04b6-0660-4a6e-95e7-881088ead4e9,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
c2a10f6b-a2f9-4ec3-94d7-c9ea89dbe5b2,dd090047-0142-483d-8dab-2b3f32c5a842,4727ba3f-9bbe-43e8-95b8-76ff2afd6790,Blocked on design deliverables.,2026-01-06T17:35:22.128051
37d3e0b6-b02b-4310-b79a-970616214664,9f9bd481-d78b-4c0e-bf5a-515cc05ad09b,04575ac0-d398-47ca-be5b-7196f9c64e8a,Blocked on design deliverables.,2026-01-06T17:35:22.128051
08890aeb-6958-4580-a4f3-e20ac85bd4c2,9f9bd481-d78b-4c0e-bf5a-515cc05ad09b,cf179a4c-389b-4ac9-97dd-f19e4f403169,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
dd036ca6-1edd-4faf-9c80-10130caba408,9f9bd481-d78b-4c0e-bf5a-515cc05ad09b,3fbc4a61-c36a-460d-8da8-75e424fbc38e,Blocked on design deliverables.,2026-01-06T17:35:22.128051
f4bf0177-7810-4ab2-9a1a-20e42287c44e,e6456b72-a5a0-450f-9cf9-448d4ea5dbaf,5a10b4d1-e64e-423a-a78b-b5ce5343bf0a,Blocked on design deliverables.,2026-01-06T17:35:22.128051
67aa4f93-2729-48d2-be5c-94c05e83ea39,85055cac-eab4-4b55-af7b-f2b803b120a0,361da858-92ea-4bdf-b778-e99d72081d07,Can we push this to next sprint?,2026-01-06T17:35:22.128051
3295b429-d181-44fe-877a-f0a20d692f83,85055cac-eab4-4b55-af7b-f2b803b120a0,e92e8a10-a4de-4ace-9869-519663142a84,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
bf2408bc-f1f0-4ad5-b3e8-e17ea05e283b,85055cac-eab4-4b55-af7b-f2b803b120a0,7f927771-0cef-46f4-9364-cb5ac4e72d19,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
3c63ec37-2d4b-41a7-9dad-9c76acfb0e95,0e322adc-4dba-430a-a925-b1c4daf8647f,f19004ce-c819-48bb-88f2-2b9ba75f3fbf,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
30cf5359-ea78-4ba7-87a3-e5dac0956c1e,0e322adc-4dba-430a-a925-b1c4daf8647f,9caf395b-738e-4c33-83f7-396488ffcafd,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
85e6f2af-62d4-4be4-a3e7-3861ea4fe3e9,0e322adc-4dba-430a-a925-b1c4daf8647f,38fb87ef-6d20-4c3a-a79f-0c51cbab7408,Can we push this to next sprint?,2026-01-06T17:35:22.128051
15f1e6aa-2cbf-477b-bdf5-da90701e7df3,e4c6409d-1d2b-434c-b33d-b1cbf6943485,d2eb0c88-038d-45c5-9e10-332173559532,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
8b648136-2e58-49f3-9230-d6b1da323fca,e4c6409d-1d2b-434c-b33d-b1cbf6943485,d1f1fe51-eee6-48b9-a7ea-53e463bf037b,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
ab0c5b85-392d-430d-9708-ae05cdb9674a,e4c6409d-1d2b-434c-b33d-b1cbf6943485,e490ac61-0e73-468f-9ad4-9a07c664e193,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
58e2928f-3e7d-4756-9111-6a6040c9e08c,e4c6409d-1d2b-434c-b33d-b1cbf6943485,95a1473e-1fb1-4744-8b88-debfa2a0832f,Can we push this to next sprint?,2026-01-06T17:35:22.128051
d051e410-daf1-4176-b272-82f8bcfee04d,306bd151-b138-4658-a10f-1d0f37104a32,14cf0ba9-b68c-4c08-b830-22c426f3e80e,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
4f59d6d4-1ce4-412a-b96a-46559759d02d,c8e77d34-825b-4130-8fb9-e1d4084cd204,8c54aa7c-d4a2-4e7e-95b5-acc5e6b31ade,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
bd5c9551-b38c-4fff-b375-b8ca163903c5,c8e77d34-825b-4130-8fb9-e1d4084cd204,a8f07300-37da-4e4f-8e41-1c7f16e1517d,Can we push this to next sprint?,2026-01-06T17:35:22.128051
63a18c66-6918-4e3b-a750-4c4e40cfb24c,c8e77d34-825b-4130-8fb9-e1d4084cd204,29ad56c8-92e7-4ee4-970d-5915ebda0647,Can we push this to next sprint?,2026-01-06T17:35:22.128051
9ee5f398-21be-4283-80ac-2a01a51ca45e,a4593831-c694-4674-bbf2-8739cac527cc,f2d9b381-8516-46d8-a6e0-fa2cfb474b93,"Deployed to staging, verifying now.",2026-01-06T17:35:22.128051
c99388f1-f8e2-4942-b1ac-d7c5f258b422,a4593831-c694-4674-bbf2-8739cac527cc,5d7d20c1-6a82-46d8-a277-3e63281bb09a,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
c5d3b114-89e9-4bd1-a5ab-e31544291c0c,a4593831-c694-4674-bbf2-8739cac527cc,a764dfce-83b5-419f-a2a2-40068b93522f,Can we push this to next sprint?,2026-01-06T17:35:22.128051
4f770f9d-2187-47cd-b84b-e6cc20d3750b,a4593831-c694-4674-bbf2-8739cac527cc,16c8ed51-b97e-437b-967a-1a356a4e4c05,We need more clarity on acceptance criteria.,2026-01-06T17:35:22.128051
392e151b-ac72-4db6-997e-bc1319d8085e,e11f8626-b3cb-43f0-8423-31476a647c2f,4fa4bb96-7a11-41df-8bb6-b13d62a4a7b2,Can we push this to next sprint?,2026-01-06T17:35:22.128051
ec89d424-ddad-4dd6-8acc-7cbf3e7ccd60,e11f8626-b3cb-43f0-8423-31476a647c2f,91c80f21-f13c-4765-b364-0754442e46f8,Blocked on design deliverables.,2026-01-06T17:35:22.128051
631b4e9a-f563-4339-99c1-f069f3c06f39,e11f8626-b3cb-43f0-8423-31476a647c2f,79eb8c41-a8be-42e0-b738-123aea390312,Blocked on design deliverables.,2026-01-06T17:35:22.128051
fe49c449-c2dd-4726-9565-5a356c2ea7c9,9f5d36cb-d31c-4d54-b785-752b683cd4cd,fb6c34a2-f6be-4b3b-bdc2-81c4747810a1,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
c0a9869c-7bf9-460d-b589-127965631c1d,9f5d36cb-d31c-4d54-b785-752b683cd4cd,7ebf1fd7-6bc2-44ac-bf28-c92d021556db,Blocked on design deliverables.,2026-01-06T17:35:22.128051
e91ff6a7-d69b-4267-9017-626230281415,8a6e259f-9fbe-46c6-aeec-285de246c1ed,16945b3f-9f6c-4eec-a042-d84dcaf37ac0,Looks good to me — I'll take the next action.,2026-01-06T17:35:22.128051
